player_id,player_name,player_url,player_category,Season,Age,Squad,Country,Competition,LgRank,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Matches
70ac9a0e,Lars Huxsohl,https://fbref.com/en/players/70ac9a0e/Lars-Huxsohl,HU,2015-2016,19,Meppen,GER,DFB-Pokal,33rd,1,0,64,0.7,,,,0,,,,,0,,1,1,0,0,0.0,Matches
70ac9a0e,Lars Huxsohl,https://fbref.com/en/players/70ac9a0e/Lars-Huxsohl,HU,2020-2021,24,Eintracht Norderstedt,GER,DFB-Pokal,33rd,1,1,90,1.0,7,7.00,13,6,46.2,0,0,1,0,0.0,0,0,0,0,,Matches
70ac9a0e,Lars Huxsohl,https://fbref.com/en/players/70ac9a0e/Lars-Huxsohl,HU,2021-2022,25,Eintracht Norderstedt,GER,DFB-Pokal,Rd1,1,1,90,1.0,4,4.00,10,7,70.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches
70ac9a0e,Lars Huxsohl,https://fbref.com/en/players/70ac9a0e/Lars-Huxsohl,HU,2024-2025,28,FC Teutonia Ottensen,GER,DFB-Pokal,R64,1,1,90,1.0,3,3.00,3,1,33.3,0,0,1,0,0.0,1,1,0,0,0.0,Matches
70ac9a0e,Lars Huxsohl,https://fbref.com/en/players/70ac9a0e/Lars-Huxsohl,HU,2025-2026,29,Eintracht Norderstedt,GER,DFB-Pokal,R64,1,1,120,1.3,0,0.00,16,16,100.0,0,1,0,1,100.0,0,0,0,0,,Matches
70ac9a0e,Lars Huxsohl,https://fbref.com/en/players/70ac9a0e/Lars-Huxsohl,HU,6 Seasons,3 Clubs,,1 League,,5,4,454,5.1,14,3.23,42,30,71.4,0,1,3,1,25.0,3,3,0,0,0.0,,
70ac9a0e,Lars Huxsohl,https://fbref.com/en/players/70ac9a0e/Lars-Huxsohl,HU,Norderstedt (4 Seasons),,1 League,,3,3,300,3.3,11,3.30,39,29,74.4,0,1,2,1,33.3,1,1,0,0,0.0,,,
70ac9a0e,Lars Huxsohl,https://fbref.com/en/players/70ac9a0e/Lars-Huxsohl,HU,FC Teutonia Ottensen (1 Season),,1 League,,1,1,90,1.0,3,3.00,3,1,33.3,0,0,1,0,0.0,1,1,0,0,0.0,,,
70ac9a0e,Lars Huxsohl,https://fbref.com/en/players/70ac9a0e/Lars-Huxsohl,HU,Meppen (1 Season),,1 League,,1,0,64,0.7,,,,0,,,,,0,,1,1,0,0,0.0,,,
2bb45910,François Hyapoute Djiba,https://fbref.com/en/players/2bb45910/Francois-Hyapoute-Djiba,HY,2025,24,Asheville City SC,USA,U.S. Open Cup,Rd1,1,1,120,1.3,0,0.00,0,0,,0,1,0,1,100.0,0,0,0,0,,Matches
