player_id,player_name,player_url,player_category,Season,Age,Squad,Country,Competition,LgRank,90s Played,Goals,Shots Total,Shots on Target,Shots on Target %,Shots Total/90,Shots on target/90,Goals/Shot,Goals/Shot on Target,Penalty Kicks Made,Penalty Kicks Attempted,Matches
f86a8f3a,Álex González,https://fbref.com/en/players/f86a8f3a/Alex-Gonzalez,GO,2022-2023,32,Pontevedra,ESP,Copa del Rey,R32,2.3,0,3,0,0.0,1.29,0.00,0.00,,0,0,Matches
f86a8f3a,Álex González,https://fbref.com/en/players/f86a8f3a/Alex-Gonzalez,GO,2024-2025,34,Pontevedra,ESP,Copa del Rey,R16,1.7,0,5,0,0.0,2.96,0.00,0.00,,0,0,Matches
f86a8f3a,Álex González,https://fbref.com/en/players/f86a8f3a/Alex-Gonzalez,GO,2025-2026,35,Pontevedra,ESP,Copa del Rey,Rd2,2.3,0,0,0,,0.00,0.00,,,0,0,Matches
f86a8f3a,Álex González,https://fbref.com/en/players/f86a8f3a/Alex-Gonzalez,GO,4 Seasons,1 Club,,1 League,,8.5,1,12,1,8.3,1.41,0.12,0.08,1.00,0,0,,
3cc77a12,Álvaro González,https://fbref.com/en/players/3cc77a12/Alvaro-Gonzalez,GO,2015-2016,23,UD Logroñés,ESP,Copa del Rey,17th,2.3,0,,,,,,,,0,0,Matches
3cc77a12,Álvaro González,https://fbref.com/en/players/3cc77a12/Alvaro-Gonzalez,GO,2017-2018,25,Cartagena,ESP,Copa del Rey,17th,2.8,0,,,,,,,,0,0,Matches
3cc77a12,Álvaro González,https://fbref.com/en/players/3cc77a12/Alvaro-Gonzalez,GO,2019-2020,27,CD Ebro,ESP,Copa del Rey,17th,1.0,0,1,0,0.0,1.00,0.00,0.00,,0,0,Matches
3cc77a12,Álvaro González,https://fbref.com/en/players/3cc77a12/Alvaro-Gonzalez,GO,2020-2021,28,Lleida Esportiu,ESP,Copa del Rey,61st,0.6,0,,,,,,,,0,0,Matches
3cc77a12,Álvaro González,https://fbref.com/en/players/3cc77a12/Alvaro-Gonzalez,GO,5 Seasons,5 Clubs,,1 League,,6.8,0,1,0,0.0,1.00,0.00,0.00,,0,0,,
3cc77a12,Álvaro González,https://fbref.com/en/players/3cc77a12/Alvaro-Gonzalez,GO,UD Logroñés (1 Season),,1 League,,2.3,0,,,,,,,,0,0,,,
3cc77a12,Álvaro González,https://fbref.com/en/players/3cc77a12/Alvaro-Gonzalez,GO,Cartagena (1 Season),,1 League,,2.8,0,,,,,,,,0,0,,,
3cc77a12,Álvaro González,https://fbref.com/en/players/3cc77a12/Alvaro-Gonzalez,GO,CD Ebro (1 Season),,1 League,,1.0,0,1,0,0.0,1.00,0.00,0.00,,0,0,,,
3cc77a12,Álvaro González,https://fbref.com/en/players/3cc77a12/Alvaro-Gonzalez,GO,Lleida Esportiu (1 Season),,1 League,,0.6,0,,,,,,,,0,0,,,
3cc77a12,Álvaro González,https://fbref.com/en/players/3cc77a12/Alvaro-Gonzalez,GO,Llerenense (1 Season),,1 League,,,,,,,,,,,,,,,
93a3f78c,Jonatan González,https://fbref.com/en/players/93a3f78c/Jonatan-Gonzalez,GO,2023-2024,24,UD Logroñés,ESP,Copa del Rey,Rd1,0.4,0,2,0,0.0,5.45,0.00,0.00,,0,0,Matches
93a3f78c,Jonatan González,https://fbref.com/en/players/93a3f78c/Jonatan-Gonzalez,GO,1 Season,1 Club,,1 League,,0.4,0,2,0,0.0,5.45,0.00,0.00,,0,0,,
cfdef224,Jonathan Gonzalez,https://fbref.com/en/players/cfdef224/Jonathan-Gonzalez,GO,2024-2025,25,Numancia,ESP,Copa del Rey,Rd1,0.3,0,,,,,,,,0,0,Matches
cfdef224,Jonathan Gonzalez,https://fbref.com/en/players/cfdef224/Jonathan-Gonzalez,GO,2025-2026,26,Numancia,ESP,Copa del Rey,Rd2,1.5,2,4,1,25.0,2.67,0.67,0.50,2.00,0,0,Matches
cfdef224,Jonathan Gonzalez,https://fbref.com/en/players/cfdef224/Jonathan-Gonzalez,GO,2 Seasons,1 Club,,1 League,,1.8,2,4,1,25.0,2.67,0.67,0.50,2.00,0,0,,
49cdf79d,Mario González,https://fbref.com/en/players/49cdf79d/Mario-Gonzalez,GO,2021-2022,23,UD Sanse,ESP,Copa del Rey,Rd2,0.7,0,0,0,,0.00,0.00,,,0,0,Matches
49cdf79d,Mario González,https://fbref.com/en/players/49cdf79d/Mario-Gonzalez,GO,2023-2024,25,Villanovense,ESP,Copa del Rey,Rd2,1.9,1,1,1,100.0,0.52,0.52,1.00,1.00,0,0,Matches
49cdf79d,Mario González,https://fbref.com/en/players/49cdf79d/Mario-Gonzalez,GO,2024-2025,26,UD Sanse,ESP,Copa del Rey,Rd1,0.8,0,,,,,,,,0,0,Matches
49cdf79d,Mario González,https://fbref.com/en/players/49cdf79d/Mario-Gonzalez,GO,3 Seasons,2 Clubs,,1 League,,3.5,1,1,1,100.0,0.37,0.37,1.00,1.00,0,0,,
49cdf79d,Mario González,https://fbref.com/en/players/49cdf79d/Mario-Gonzalez,GO,UD Sanse (2 Seasons),,1 League,,1.5,0,0,0,,0.00,0.00,,,0,0,,,
49cdf79d,Mario González,https://fbref.com/en/players/49cdf79d/Mario-Gonzalez,GO,Villanovense (1 Season),,1 League,,1.9,1,1,1,100.0,0.52,0.52,1.00,1.00,0,0,,,
b2dfeab5,Ñito González,https://fbref.com/en/players/b2dfeab5/Nito-Gonzalez,GO,2020-2021,27,Linense,ESP,Copa del Rey,61st,0.5,0,,,,,,,,0,0,Matches
b2dfeab5,Ñito González,https://fbref.com/en/players/b2dfeab5/Nito-Gonzalez,GO,2022-2023,29,Ceuta,ESP,Copa del Rey,R16,3.3,2,2,0,0.0,0.60,0.00,1.00,,0,0,Matches
b2dfeab5,Ñito González,https://fbref.com/en/players/b2dfeab5/Nito-Gonzalez,GO,2025-2026,32,UCAM Murcia,ESP,Copa del Rey,Rd1,0.1,0,,,,,,,,0,0,Matches
b2dfeab5,Ñito González,https://fbref.com/en/players/b2dfeab5/Nito-Gonzalez,GO,3 Seasons,3 Clubs,,1 League,,3.9,2,2,0,0.0,0.60,0.00,1.00,,0,0,,
b2dfeab5,Ñito González,https://fbref.com/en/players/b2dfeab5/Nito-Gonzalez,GO,Ceuta (1 Season),,1 League,,3.3,2,2,0,0.0,0.60,0.00,1.00,,0,0,,,
b2dfeab5,Ñito González,https://fbref.com/en/players/b2dfeab5/Nito-Gonzalez,GO,Linense (1 Season),,1 League,,0.5,0,,,,,,,,0,0,,,
b2dfeab5,Ñito González,https://fbref.com/en/players/b2dfeab5/Nito-Gonzalez,GO,UCAM Murcia (1 Season),,1 League,,0.1,0,,,,,,,,0,0,,,
6eada650,Roberto González,https://fbref.com/en/players/6eada650/Roberto-Gonzalez,GO,2022,21,D'Feeters Kicks SC,USA,U.S. Open Cup,Rd2,1.1,0,1,1,100.0,0.95,0.95,0.00,0.00,0,0,Matches
6eada650,Roberto González,https://fbref.com/en/players/6eada650/Roberto-Gonzalez,GO,1 Season,1 Club,,1 League,,1.1,0,1,1,100.0,0.95,0.95,0.00,0.00,0,0,,
9ea92426,Roberto González,https://fbref.com/en/players/9ea92426/Roberto-Gonzalez,GO,2022,19,Contra Costa FC,USA,U.S. Open Cup,Rd1,1.0,1,6,3,50.0,6.00,3.00,0.17,0.33,0,0,Matches
9ea92426,Roberto González,https://fbref.com/en/players/9ea92426/Roberto-Gonzalez,GO,2023,20,Project 51O,USA,U.S. Open Cup,Rd1,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
9ea92426,Roberto González,https://fbref.com/en/players/9ea92426/Roberto-Gonzalez,GO,2026,23,San Ramon FC,USA,U.S. Open Cup,Rd1,1.0,0,3,2,66.7,3.00,2.00,0.00,0.00,0,0,Matches
9ea92426,Roberto González,https://fbref.com/en/players/9ea92426/Roberto-Gonzalez,GO,3 Seasons,3 Clubs,,1 League,,3.0,1,9,5,55.6,3.00,1.67,0.11,0.20,0,0,,
9ea92426,Roberto González,https://fbref.com/en/players/9ea92426/Roberto-Gonzalez,GO,Contra Costa FC (1 Season),,1 League,,1.0,1,6,3,50.0,6.00,3.00,0.17,0.33,0,0,,,
9ea92426,Roberto González,https://fbref.com/en/players/9ea92426/Roberto-Gonzalez,GO,Project 51O (1 Season),,1 League,,1.0,0,0,0,,0.00,0.00,,,0,0,,,
9ea92426,Roberto González,https://fbref.com/en/players/9ea92426/Roberto-Gonzalez,GO,San Ramon FC (1 Season),,1 League,,1.0,0,3,2,66.7,3.00,2.00,0.00,0.00,0,0,,,
2c5061da,Saúl González,https://fbref.com/en/players/2c5061da/Saul-Gonzalez,GO,2018-2019,27,Cultural Leonesa,ESP,Copa del Rey,17th,3.2,0,1,1,100.0,0.31,0.31,0.00,0.00,0,0,Matches
2c5061da,Saúl González,https://fbref.com/en/players/2c5061da/Saul-Gonzalez,GO,2020-2021,29,Extremadura,ESP,Copa del Rey,61st,1.0,0,,,,,,,,0,0,Matches
2c5061da,Saúl González,https://fbref.com/en/players/2c5061da/Saul-Gonzalez,GO,2 Seasons,2 Clubs,,1 League,,4.2,0,1,1,100.0,0.31,0.31,0.00,0.00,0,0,,
2c5061da,Saúl González,https://fbref.com/en/players/2c5061da/Saul-Gonzalez,GO,Cultural Leonesa (1 Season),,1 League,,3.2,0,1,1,100.0,0.31,0.31,0.00,0.00,0,0,,,
2c5061da,Saúl González,https://fbref.com/en/players/2c5061da/Saul-Gonzalez,GO,Extremadura (1 Season),,1 League,,1.0,0,,,,,,,,0,0,,,
e48fc706,Victor Gonzalez,https://fbref.com/en/players/e48fc706/Victor-Gonzalez,GO,2021-2022,24,UD Llanera,ESP,Copa del Rey,Rd2,1.8,0,2,0,0.0,1.10,0.00,0.00,,0,0,Matches
e48fc706,Victor Gonzalez,https://fbref.com/en/players/e48fc706/Victor-Gonzalez,GO,2024-2025,27,UD Llanera,ESP,Copa del Rey,Rd1,1.2,0,,,,,,,,0,0,Matches
e48fc706,Victor Gonzalez,https://fbref.com/en/players/e48fc706/Victor-Gonzalez,GO,2 Seasons,1 Club,,1 League,,3.0,0,2,0,0.0,1.10,0.00,0.00,,0,0,,
84682f11,Gonzalo,https://fbref.com/en/players/84682f11/Gonzalo,GO,2020-2021,26,Navalcarnero,ESP,Copa del Rey,9th,2.7,0,2,1,50.0,0.73,0.37,0.00,0.00,0,0,Matches
84682f11,Gonzalo,https://fbref.com/en/players/84682f11/Gonzalo,GO,2021-2022,27,Calvo Sotelo Puertollano CF,ESP,Copa del Rey,Rd1,0.7,0,0,0,,0.00,0.00,,,0,0,Matches
84682f11,Gonzalo,https://fbref.com/en/players/84682f11/Gonzalo,GO,2025-2026,31,CD Toledo,ESP,Copa del Rey,Rd1,1.0,0,,,,,,,,0,0,Matches
84682f11,Gonzalo,https://fbref.com/en/players/84682f11/Gonzalo,GO,3 Seasons,3 Clubs,,1 League,,4.4,0,2,1,50.0,0.58,0.29,0.00,0.00,0,0,,
84682f11,Gonzalo,https://fbref.com/en/players/84682f11/Gonzalo,GO,Navalcarnero (1 Season),,1 League,,2.7,0,2,1,50.0,0.73,0.37,0.00,0.00,0,0,,,
84682f11,Gonzalo,https://fbref.com/en/players/84682f11/Gonzalo,GO,Calvo Sotelo Puertollano CF (1 Season),,1 League,,0.7,0,0,0,,0.00,0.00,,,0,0,,,
84682f11,Gonzalo,https://fbref.com/en/players/84682f11/Gonzalo,GO,CD Toledo (1 Season),,1 League,,1.0,0,,,,,,,,0,0,,,
dc7082d5,Bailey Gooda,https://fbref.com/en/players/dc7082d5/Bailey-Gooda,GO,2023-2024,26,Scarborough Athletic FC,ENG,FA Cup,,2.2,0,1,0,0.0,0.46,0.00,0.00,,0,0,Matches
dc7082d5,Bailey Gooda,https://fbref.com/en/players/dc7082d5/Bailey-Gooda,GO,2024-2025,27,Scarborough Athletic FC,ENG,FA Cup,,0.9,0,,,,,,,,0,0,Matches
dc7082d5,Bailey Gooda,https://fbref.com/en/players/dc7082d5/Bailey-Gooda,GO,2 Seasons,1 Club,,1 League,,3.0,0,1,0,0.0,0.46,0.00,0.00,,0,0,,
07358661,Dany Goprou,https://fbref.com/en/players/07358661/Dany-Goprou,GO,2024-2025,25,FC Rouen,FRA,Coupe de France,R64,2.0,0,1,0,0.0,0.50,0.00,0.00,,0,0,Matches
07358661,Dany Goprou,https://fbref.com/en/players/07358661/Dany-Goprou,GO,1 Season,1 Club,,1 League,,2.0,0,1,0,0.0,0.50,0.00,0.00,,0,0,,
c33ca9b0,Ashton Gordon,https://fbref.com/en/players/c33ca9b0/Ashton-Gordon,GO,2024,16,Atlanta Utd,USA,U.S. Open Cup,R16,1.4,0,2,1,50.0,1.43,0.71,0.00,0.00,0,0,Matches
c33ca9b0,Ashton Gordon,https://fbref.com/en/players/c33ca9b0/Ashton-Gordon,GO,2026,18,Chattanooga FC,USA,U.S. Open Cup,Rd1,1.0,0,4,1,25.0,4.00,1.00,0.00,0.00,0,0,Matches
c33ca9b0,Ashton Gordon,https://fbref.com/en/players/c33ca9b0/Ashton-Gordon,GO,2 Seasons,2 Clubs,,1 League,,2.4,0,6,2,33.3,2.50,0.83,0.00,0.00,0,0,,
c33ca9b0,Ashton Gordon,https://fbref.com/en/players/c33ca9b0/Ashton-Gordon,GO,Atlanta Utd (1 Season),,1 League,,1.4,0,2,1,50.0,1.43,0.71,0.00,0.00,0,0,,,
c33ca9b0,Ashton Gordon,https://fbref.com/en/players/c33ca9b0/Ashton-Gordon,GO,Chattanooga FC (1 Season),,1 League,,1.0,0,4,1,25.0,4.00,1.00,0.00,0.00,0,0,,,
f93e53e7,Gorxa,https://fbref.com/en/players/f93e53e7/Gorxa,GO,2023-2024,21,Atzeneta,ESP,Copa del Rey,Rd2,1.6,1,3,2,66.7,1.82,1.22,0.33,0.50,0,0,Matches
f93e53e7,Gorxa,https://fbref.com/en/players/f93e53e7/Gorxa,GO,1 Season,1 Club,,1 League,,1.6,1,3,2,66.7,1.82,1.22,0.33,0.50,0,0,,
e106a498,Jacob Gosselin,https://fbref.com/en/players/e106a498/Jacob-Gosselin,GO,2022,23,West Chester United SC,USA,U.S. Open Cup,Rd1,0.6,0,0,0,,0.00,0.00,,,0,0,Matches
e106a498,Jacob Gosselin,https://fbref.com/en/players/e106a498/Jacob-Gosselin,GO,2023,24,West Chester United SC,USA,U.S. Open Cup,Rd1,0.8,0,2,1,50.0,2.50,1.25,0.00,0.00,0,0,Matches
e106a498,Jacob Gosselin,https://fbref.com/en/players/e106a498/Jacob-Gosselin,GO,2 Seasons,1 Club,,1 League,,1.4,0,2,1,50.0,1.46,0.73,0.00,0.00,0,0,,
19f60f8c,Tim Göth,https://fbref.com/en/players/19f60f8c/Tim-Goth,GO,2025-2026,27,RSV Eintracht Teltow,GER,DFB-Pokal,R64,1.0,0,2,1,50.0,2.00,1.00,0.00,0.00,0,0,Matches
19f60f8c,Tim Göth,https://fbref.com/en/players/19f60f8c/Tim-Goth,GO,1 Season,1 Club,,1 League,,1.0,0,2,1,50.0,2.00,1.00,0.00,0.00,0,0,,
3e9f0a04,Ludovic Gotin,https://fbref.com/en/players/3e9f0a04/Ludovic-Gotin,GO,2017-2018,32,CS Moulien,FRA,Coupe de France,109th,0.1,0,,,,,,,,0,0,Matches
3e9f0a04,Ludovic Gotin,https://fbref.com/en/players/3e9f0a04/Ludovic-Gotin,GO,2023-2024,38,CS Moulien,FRA,Coupe de France,R64,1.7,2,1,0,0.0,0.58,0.00,2.00,,0,0,Matches
3e9f0a04,Ludovic Gotin,https://fbref.com/en/players/3e9f0a04/Ludovic-Gotin,GO,2 Seasons,1 Club,,1 League,,1.8,2,1,0,0.0,0.58,0.00,2.00,,0,0,,
5fb675f6,Ayoub Goudani,https://fbref.com/en/players/5fb675f6/Ayoub-Goudani,GO,2025-2026,25,CD Cieza,ESP,Copa del Rey,Rd2,1.2,0,2,1,50.0,1.71,0.86,0.00,0.00,0,0,Matches
5fb675f6,Ayoub Goudani,https://fbref.com/en/players/5fb675f6/Ayoub-Goudani,GO,1 Season,1 Club,,1 League,,1.2,0,2,1,50.0,1.71,0.86,0.00,0.00,0,0,,
1020d626,Emric Goumot,https://fbref.com/en/players/1020d626/Emric-Goumot,GO,2025-2026,21,Le Puy Foot 43,FRA,Coupe de France,R32,1.1,0,1,0,0.0,0.89,0.00,0.00,,0,0,Matches
1020d626,Emric Goumot,https://fbref.com/en/players/1020d626/Emric-Goumot,GO,1 Season,1 Club,,1 League,,1.1,0,1,0,0.0,0.89,0.00,0.00,,0,0,,
7677d392,Goyo,https://fbref.com/en/players/7677d392/Goyo,GO,2024-2025,24,Orihuela,ESP,Copa del Rey,Rd2,1.3,0,2,2,100.0,1.50,1.50,0.00,0.00,0,0,Matches
7677d392,Goyo,https://fbref.com/en/players/7677d392/Goyo,GO,2025-2026,25,Teruel,ESP,Copa del Rey,Rd1,0.7,0,,,,,,,,0,0,Matches
7677d392,Goyo,https://fbref.com/en/players/7677d392/Goyo,GO,2 Seasons,2 Clubs,,1 League,,2.0,0,2,2,100.0,1.50,1.50,0.00,0.00,0,0,,
7677d392,Goyo,https://fbref.com/en/players/7677d392/Goyo,GO,Teruel (1 Season),,1 League,,0.7,0,,,,,,,,0,0,,,
7677d392,Goyo,https://fbref.com/en/players/7677d392/Goyo,GO,Orihuela (1 Season),,1 League,,1.3,0,2,2,100.0,1.50,1.50,0.00,0.00,0,0,,,
76e9366e,Marcel da Graca Lopes,https://fbref.com/en/players/76e9366e/Marcel-da-Graca-Lopes,GR,2017-2018,25,Leher,GER,DFB-Pokal,33rd,0.9,0,1,0,0.0,1.13,0.00,0.00,,0,0,Matches
76e9366e,Marcel da Graca Lopes,https://fbref.com/en/players/76e9366e/Marcel-da-Graca-Lopes,GR,1 Season,1 Club,,1 League,,0.9,0,1,0,0.0,1.13,0.00,0.00,,0,0,,
ec2714d0,Razzaq Graft,https://fbref.com/en/players/ec2714d0/Razzaq-Graft,GR,2020-2021,22,Hampton & Richmond Borough FC,ENG,FA Cup,85th,0.3,0,1,1,100.0,3.46,3.46,0.00,0.00,0,0,Matches
ec2714d0,Razzaq Graft,https://fbref.com/en/players/ec2714d0/Razzaq-Graft,GR,2023-2024,25,Maidstone Utd,ENG,FA Cup,,1.2,0,1,1,100.0,0.83,0.83,0.00,0.00,0,0,Matches
ec2714d0,Razzaq Graft,https://fbref.com/en/players/ec2714d0/Razzaq-Graft,GR,2 Seasons,2 Clubs,,1 League,,1.5,0,2,2,100.0,1.34,1.34,0.00,0.00,0,0,,
ec2714d0,Razzaq Graft,https://fbref.com/en/players/ec2714d0/Razzaq-Graft,GR,Maidstone Utd (1 Season),,1 League,,1.2,0,1,1,100.0,0.83,0.83,0.00,0.00,0,0,,,
ec2714d0,Razzaq Graft,https://fbref.com/en/players/ec2714d0/Razzaq-Graft,GR,Hampton & Richmond Borough FC (1 Season),,1 League,,0.3,0,1,1,100.0,3.46,3.46,0.00,0.00,0,0,,,
e484c3fa,Leo Graham,https://fbref.com/en/players/e484c3fa/Leo-Graham,GR,2025-2026,19,Wigan Athletic,ENG,EFL Cup,Rd3,0.3,0,1,1,100.0,3.33,3.33,0.00,0.00,0,0,Matches
e484c3fa,Leo Graham,https://fbref.com/en/players/e484c3fa/Leo-Graham,GR,1 Season,1 Club,,1 League,,0.3,0,1,1,100.0,3.33,3.33,0.00,0.00,0,0,,
e44328b9,Jacob Graiber,https://fbref.com/en/players/e44328b9/Jacob-Graiber,GR,2022,23,Chicago FC United,USA,U.S. Open Cup,Rd1,1.3,0,2,0,0.0,1.50,0.00,0.00,,0,0,Matches
e44328b9,Jacob Graiber,https://fbref.com/en/players/e44328b9/Jacob-Graiber,GR,1 Season,1 Club,,1 League,,1.3,0,2,0,0.0,1.50,0.00,0.00,,0,0,,
579cfae3,Adrian Granizo,https://fbref.com/en/players/579cfae3/Adrian-Granizo,GR,2025-2026,23,Pontevedra,ESP,Copa del Rey,Rd2,2.2,0,1,1,100.0,0.46,0.46,0.00,0.00,0,0,Matches
579cfae3,Adrian Granizo,https://fbref.com/en/players/579cfae3/Adrian-Granizo,GR,1 Season,1 Club,,1 League,,2.2,0,1,1,100.0,0.46,0.46,0.00,0.00,0,0,,
872c17f1,Joe Grant,https://fbref.com/en/players/872c17f1/Joe-Grant,GR,2019-2020,22,Hayes&Yeading,ENG,FA Cup,85th,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,0,0,Matches
872c17f1,Joe Grant,https://fbref.com/en/players/872c17f1/Joe-Grant,GR,2022-2023,25,Bracknell Town FC,ENG,FA Cup,,0.1,0,,,,,,,,0,0,Matches
872c17f1,Joe Grant,https://fbref.com/en/players/872c17f1/Joe-Grant,GR,2023-2024,26,Bracknell Town FC,ENG,FA Cup,,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
872c17f1,Joe Grant,https://fbref.com/en/players/872c17f1/Joe-Grant,GR,2024-2025,27,Chesham United FC,ENG,FA Cup,,0.1,0,,,,,,,,0,0,Matches
872c17f1,Joe Grant,https://fbref.com/en/players/872c17f1/Joe-Grant,GR,4 Seasons,3 Clubs,,1 League,,2.3,0,1,1,100.0,0.50,0.50,0.00,0.00,0,0,,
872c17f1,Joe Grant,https://fbref.com/en/players/872c17f1/Joe-Grant,GR,Bracknell Town FC (2 Seasons),,1 League,,1.1,0,0,0,,0.00,0.00,,,0,0,,,
872c17f1,Joe Grant,https://fbref.com/en/players/872c17f1/Joe-Grant,GR,Chesham United FC (1 Season),,1 League,,0.1,0,,,,,,,,0,0,,,
872c17f1,Joe Grant,https://fbref.com/en/players/872c17f1/Joe-Grant,GR,Hayes&Yeading (1 Season),,1 League,,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,0,0,,,
43fa9a5c,Mark Grant,https://fbref.com/en/players/43fa9a5c/Mark-Grant,GR,2022,31,Hartford City FC,USA,U.S. Open Cup,Rd1,1.0,0,2,0,0.0,2.00,0.00,0.00,,0,0,Matches
43fa9a5c,Mark Grant,https://fbref.com/en/players/43fa9a5c/Mark-Grant,GR,2023,32,Hartford City FC,USA,U.S. Open Cup,Rd1,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
43fa9a5c,Mark Grant,https://fbref.com/en/players/43fa9a5c/Mark-Grant,GR,2 Seasons,1 Club,,1 League,,2.0,0,2,0,0.0,1.00,0.00,0.00,,0,0,,
d8876c39,Enzo Grasso,https://fbref.com/en/players/d8876c39/Enzo-Grasso,GR,2017-2018,20,Romorantin,FRA,Coupe de France,65th,0.4,1,,,,,,,,0,0,Matches
d8876c39,Enzo Grasso,https://fbref.com/en/players/d8876c39/Enzo-Grasso,GR,2019-2020,22,ASM Belfort,FRA,Coupe de France,5th,2.3,1,0,0,,0.00,0.00,,,0,0,Matches
d8876c39,Enzo Grasso,https://fbref.com/en/players/d8876c39/Enzo-Grasso,GR,2022-2023,25,SC Feignies,FRA,Coupe de France,Rd8,1.3,0,,,,,,,,0,0,Matches
d8876c39,Enzo Grasso,https://fbref.com/en/players/d8876c39/Enzo-Grasso,GR,2023-2024,26,SC Feignies,FRA,Coupe de France,R32,3.5,0,3,0,0.0,0.87,0.00,0.00,,0,0,Matches
d8876c39,Enzo Grasso,https://fbref.com/en/players/d8876c39/Enzo-Grasso,GR,4 Seasons,3 Clubs,,1 League,,7.5,2,3,0,0.0,0.52,0.00,0.33,,0,0,,
d8876c39,Enzo Grasso,https://fbref.com/en/players/d8876c39/Enzo-Grasso,GR,SC Feignies (2 Seasons),,1 League,,4.8,0,3,0,0.0,0.87,0.00,0.00,,0,0,,,
d8876c39,Enzo Grasso,https://fbref.com/en/players/d8876c39/Enzo-Grasso,GR,ASM Belfort (1 Season),,1 League,,2.3,1,0,0,,0.00,0.00,,,0,0,,,
d8876c39,Enzo Grasso,https://fbref.com/en/players/d8876c39/Enzo-Grasso,GR,Romorantin (1 Season),,1 League,,0.4,1,,,,,,,,0,0,,,
1e1491f1,Jacob Gratton,https://fbref.com/en/players/1e1491f1/Jacob-Gratton,GR,2021-2022,17,Guiseley,ENG,FA Cup,,0.4,0,1,0,0.0,2.37,0.00,0.00,,0,0,Matches
1e1491f1,Jacob Gratton,https://fbref.com/en/players/1e1491f1/Jacob-Gratton,GR,2023-2024,19,Whitby Town FC,ENG,FA Cup,,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,0,0,Matches
1e1491f1,Jacob Gratton,https://fbref.com/en/players/1e1491f1/Jacob-Gratton,GR,2 Seasons,2 Clubs,,1 League,,1.4,0,2,1,50.0,1.41,0.70,0.00,0.00,0,0,,
1e1491f1,Jacob Gratton,https://fbref.com/en/players/1e1491f1/Jacob-Gratton,GR,Whitby Town FC (1 Season),,1 League,,1.0,0,1,1,100.0,1.00,1.00,0.00,0.00,0,0,,,
1e1491f1,Jacob Gratton,https://fbref.com/en/players/1e1491f1/Jacob-Gratton,GR,Guiseley (1 Season),,1 League,,0.4,0,1,0,0.0,2.37,0.00,0.00,,0,0,,,
685e42bf,Roderic Green,https://fbref.com/en/players/685e42bf/Roderic-Green,GR,2022,24,Chattanooga FC,USA,U.S. Open Cup,Rd3,0.5,0,1,0,0.0,2.14,0.00,0.00,,0,0,Matches
685e42bf,Roderic Green,https://fbref.com/en/players/685e42bf/Roderic-Green,GR,2023,25,Gold Star FC Detroit,USA,U.S. Open Cup,Rd2,0.3,0,0,0,,0.00,0.00,,,0,0,Matches
685e42bf,Roderic Green,https://fbref.com/en/players/685e42bf/Roderic-Green,GR,2024,26,Savannah Clovers FC,USA,U.S. Open Cup,Rd2,1.0,1,,,,,,,,0,0,Matches
685e42bf,Roderic Green,https://fbref.com/en/players/685e42bf/Roderic-Green,GR,3 Seasons,3 Clubs,,1 League,,1.8,1,1,0,0.0,1.29,0.00,0.00,,0,0,,
685e42bf,Roderic Green,https://fbref.com/en/players/685e42bf/Roderic-Green,GR,Chattanooga FC (1 Season),,1 League,,0.5,0,1,0,0.0,2.14,0.00,0.00,,0,0,,,
685e42bf,Roderic Green,https://fbref.com/en/players/685e42bf/Roderic-Green,GR,Gold Star FC Detroit (1 Season),,1 League,,0.3,0,0,0,,0.00,0.00,,,0,0,,,
685e42bf,Roderic Green,https://fbref.com/en/players/685e42bf/Roderic-Green,GR,Savannah Clovers FC (1 Season),,1 League,,1.0,1,,,,,,,,0,0,,,
840f3805,Pierre Grellier,https://fbref.com/en/players/840f3805/Pierre-Grellier,GR,2020-2021,22,Les Herbiers VF,FRA,Coupe de France,33rd,2.7,2,0,0,,0.00,0.00,,,0,0,Matches
840f3805,Pierre Grellier,https://fbref.com/en/players/840f3805/Pierre-Grellier,GR,2021-2022,23,Les Herbiers VF,FRA,Coupe de France,Rd8,2.3,1,,,,,,,,0,1,Matches
840f3805,Pierre Grellier,https://fbref.com/en/players/840f3805/Pierre-Grellier,GR,2022-2023,24,Les Herbiers VF,FRA,Coupe de France,R32,2.5,1,3,1,33.3,1.20,0.40,0.33,1.00,0,0,Matches
840f3805,Pierre Grellier,https://fbref.com/en/players/840f3805/Pierre-Grellier,GR,4 Seasons,2 Clubs,,1 League,,7.5,4,3,1,33.3,0.58,0.19,1.00,3.00,0,1,,
840f3805,Pierre Grellier,https://fbref.com/en/players/840f3805/Pierre-Grellier,GR,Les Herbiers VF (3 Seasons),,1 League,,7.5,4,3,1,33.3,0.58,0.19,1.00,3.00,0,1,,,
840f3805,Pierre Grellier,https://fbref.com/en/players/840f3805/Pierre-Grellier,GR,Bressuire (1 Season),,1 League,,,,,,,,,,,,,,,
20210b27,Patrick Greten,https://fbref.com/en/players/20210b27/Patrick-Greten,GR,2023-2024,28,TuS Bersenbrück,GER,DFB-Pokal,R64,1.0,0,1,0,0.0,1.00,0.00,0.00,,0,0,Matches
