player_id,season,career_season,club_id,matches_played,goals,assists,yellow_cards,red_cards
l1_championship_player_2025_1_103843,2025,2015,l1_championship_club_2025_9000005019,0,0,0,0,0
l1_championship_player_2025_1_103843,2025,2016,l1_championship_club_2025_9000005019,0,0,0,0,0
l1_championship_player_2025_1_103843,2025,2018,l1_championship_club_2024_9000000324,0,0,0,0,0
l1_championship_player_2025_1_103843,2025,2019,l1_championship_club_2024_9000000324,0,0,0,0,0
l1_championship_player_2025_1_103843,2025,2020,l1_championship_club_2024_9000000324,1,0,0,0,0
l1_championship_player_2025_1_103843,2025,2021,l1_championship_club_2024_9000000324,2,0,0,0,0
l1_championship_player_2025_1_103843,2025,2022,l1_championship_club_2025_9000000734,36,0,0,2,0
l1_championship_player_2025_1_103843,2025,2023,l1_championship_club_2025_9000000734,38,0,0,4,0
l1_championship_player_2025_1_103843,2025,2024,l1_championship_club_2025_9000000734,2,0,0,1,0
l1_championship_player_2025_1_103843,2025,2024,l1_championship_club_2025_1,2,0,0,0,0
l1_championship_player_2025_1_103843,2025,2025,l1_championship_club_2025_1,7,0,0,1,0
l1_championship_player_2025_1_89638,2025,2011,l1_championship_club_2025_9000000927,0,0,0,0,0
l1_championship_player_2025_1_89638,2025,2012,l1_championship_club_2025_9000000927,15,0,0,3,0
l1_championship_player_2025_1_89638,2025,2013,l1_championship_club_2025_9000000927,38,0,0,1,0
l1_championship_player_2025_1_89638,2025,2014,l1_championship_club_2024_9000000188,26,0,0,5,0
l1_championship_player_2025_1_89638,2025,2015,l1_championship_club_2024_9000000188,37,0,0,6,1
l1_championship_player_2025_1_89638,2025,2016,l1_championship_club_2025_9000000043,0,0,0,0,0
l1_championship_player_2025_1_89638,2025,2016,l1_championship_club_2024_9000000188,44,0,0,5,0
l1_championship_player_2025_1_89638,2025,2017,l1_championship_club_2024_9000000188,34,0,0,4,0
l1_championship_player_2025_1_89638,2025,2018,l1_championship_club_2024_9000000188,29,0,0,3,0
l1_championship_player_2025_1_89638,2025,2019,l1_championship_club_2025_10,28,0,0,0,1
l1_championship_player_2025_1_89638,2025,2020,l1_championship_club_2025_9000000449,20,0,0,0,1
l1_championship_player_2025_1_89638,2025,2021,l1_championship_club_2025_9000000449,46,0,0,4,0
l1_championship_player_2025_1_89638,2025,2022,l1_championship_club_2025_9000000215,25,0,0,2,0
l1_championship_player_2025_1_89638,2025,2022,l1_championship_club_2025_9000000449,14,0,0,1,0
l1_championship_player_2025_1_89638,2025,2023,l1_championship_club_2025_9000000215,7,0,0,0,0
l1_championship_player_2025_1_89638,2025,2023,l1_championship_club_2025_9000005019,1,0,0,0,0
l1_championship_player_2025_1_89638,2025,2024,l1_championship_club_2025_1,34,0,0,1,0
l1_championship_player_2025_1_89638,2025,2024,l1_championship_club_2025_9000000215,0,0,0,0,0
l1_championship_player_2025_1_89638,2025,2025,l1_championship_club_2025_1,36,0,0,1,0
l1_championship_player_2025_1_66951,2025,2015,l1_championship_club_2025_9000007431,1,0,0,0,0
l1_championship_player_2025_1_66951,2025,2016,l1_championship_club_2025_9000007431,4,0,0,0,0
l1_championship_player_2025_1_66951,2025,2017,l1_championship_club_2025_9000007431,7,0,0,0,0
l1_championship_player_2025_1_66951,2025,2018,l1_championship_club_2025_9000007431,7,0,0,1,1
l1_championship_player_2025_1_66951,2025,2019,l1_championship_club_2025_31,0,0,0,0,0
l1_championship_player_2025_1_66951,2025,2019,l1_championship_club_2025_9000007431,5,0,0,0,0
l1_championship_player_2025_1_66951,2025,2020,l1_championship_club_2025_9000006785,2,0,0,0,0
l1_championship_player_2025_1_66951,2025,2020,l1_championship_club_2025_9000023006,1,0,0,0,0
l1_championship_player_2025_1_66951,2025,2021,l1_championship_club_2025_9000006785,3,0,0,0,0
l1_championship_player_2025_1_66951,2025,2021,l1_championship_club_2025_9000023006,1,0,0,0,0
l1_championship_player_2025_1_66951,2025,2022,l1_championship_club_2025_9000006785,1,0,0,0,0
l1_championship_player_2025_1_66951,2025,2022,l1_championship_club_2025_9000023006,6,0,0,0,0
l1_championship_player_2025_1_66951,2025,2023,l1_championship_club_2025_9000002521,25,0,0,1,0
l1_championship_player_2025_1_66951,2025,2024,l1_championship_club_2025_9000020851,12,0,0,0,0
l1_championship_player_2025_1_66951,2025,2025,l1_championship_club_2025_1,0,0,0,0,0
l1_championship_player_2025_1_66951,2025,2025,l1_championship_club_2025_9000020851,5,0,0,0,0
l1_championship_player_2025_1_98694,2025,2021,l1_championship_club_2025_9000000413,0,0,0,0,0
l1_championship_player_2025_1_98694,2025,2022,l1_championship_club_2025_9000020851,7,0,0,2,0
l1_championship_player_2025_1_98694,2025,2023,l1_championship_club_2025_1,0,0,0,0,0
l1_championship_player_2025_1_98694,2025,2023,l1_championship_club_2025_9000020851,9,0,0,0,0
l1_championship_player_2025_1_98694,2025,2024,l1_championship_club_2025_9000020851,8,0,0,1,0
l1_championship_player_2025_1_98694,2025,2024,l1_championship_club_2025_1,0,0,0,0,0
l1_championship_player_2025_1_98694,2025,2025,l1_championship_club_2025_9000020851,12,0,0,1,0
l1_championship_player_2025_1_98694,2025,2025,l1_championship_club_2025_1,0,0,0,0,0
l1_championship_player_2025_1_84688,2025,2015,l1_championship_club_2025_9000009241,7,0,0,1,0
l1_championship_player_2025_1_84688,2025,2016,l1_championship_club_2025_9000009241,13,1,1,1,0
l1_championship_player_2025_1_84688,2025,2018,l1_championship_club_2024_74,17,3,0,4,1
l1_championship_player_2025_1_84688,2025,2018,l1_championship_club_2025_9000023005,3,0,0,0,0
l1_championship_player_2025_1_84688,2025,2019,l1_championship_club_2024_74,11,1,0,2,0
l1_championship_player_2025_1_84688,2025,2019,l1_championship_club_2025_9000023005,2,0,0,0,0
l1_championship_player_2025_1_84688,2025,2020,l1_championship_club_2025_14,40,3,1,6,0
l1_championship_player_2025_1_84688,2025,2021,l1_championship_club_2025_14,40,4,2,4,1
l1_championship_player_2025_1_84688,2025,2022,l1_championship_club_2025_9000000021,30,2,0,6,0
l1_championship_player_2025_1_84688,2025,2023,l1_championship_club_2025_9000000021,28,2,1,2,1
l1_championship_player_2025_1_84688,2025,2024,l1_championship_club_2024_9000000188,36,0,0,8,0
l1_championship_player_2025_1_84688,2025,2024,l1_championship_club_2025_9000000021,0,0,0,0,0
l1_championship_player_2025_1_84688,2025,2025,l1_championship_club_2025_1,22,1,0,6,0
l1_championship_player_2025_1_84688,2025,2025,l1_championship_club_2025_9000000021,3,0,0,0,0
l1_championship_player_2025_1_91272,2025,2017,l1_championship_club_2025_9000000540,0,0,0,0,0
l1_championship_player_2025_1_91272,2025,2018,l1_championship_club_2025_9000003512,4,1,0,0,0
l1_championship_player_2025_1_91272,2025,2018,l1_championship_club_2025_9000000540,5,0,0,2,0
l1_championship_player_2025_1_91272,2025,2018,l1_championship_club_2025_9000000157,0,0,0,0,0
l1_championship_player_2025_1_91272,2025,2019,l1_championship_club_2025_9000003512,8,0,0,2,0
l1_championship_player_2025_1_91272,2025,2019,l1_championship_club_2025_9000000157,8,0,0,1,0
l1_championship_player_2025_1_91272,2025,2020,l1_championship_club_2025_1,25,2,0,7,2
l1_championship_player_2025_1_91272,2025,2021,l1_championship_club_2025_1,24,0,0,5,1
l1_championship_player_2025_1_91272,2025,2022,l1_championship_club_2025_1,11,1,1,12,1
l1_championship_player_2025_1_91272,2025,2023,l1_championship_club_2025_1,42,2,0,9,1
l1_championship_player_2025_1_91272,2025,2024,l1_championship_club_2025_1,29,0,0,8,1
l1_championship_player_2025_1_91272,2025,2025,l1_championship_club_2025_1,32,1,1,8,0
l1_championship_player_2025_1_504316,2025,2025,l1_championship_club_2025_1,0,0,0,0,0
l1_championship_player_2025_1_504316,2025,2025,l1_championship_club_2025_9000020851,12,0,0,2,0
l1_championship_player_2025_1_104679,2025,2021,l1_championship_club_2025_9000000043,3,0,0,0,0
l1_championship_player_2025_1_104679,2025,2022,l1_championship_club_2025_9000000058,14,0,0,5,0
l1_championship_player_2025_1_104679,2025,2022,l1_championship_club_2025_9000000090,6,0,0,0,0
l1_championship_player_2025_1_104679,2025,2023,l1_championship_club_2025_9000000090,0,0,0,0,0
l1_championship_player_2025_1_104679,2025,2023,l1_championship_club_2025_9000008701,13,0,0,2,1
l1_championship_player_2025_1_104679,2025,2024,l1_championship_club_2025_9000000090,43,1,1,7,1
l1_championship_player_2025_1_104679,2025,2025,l1_championship_club_2025_1,16,1,0,1,1
l1_championship_player_2025_1_89782,2025,2022,l1_championship_club_2025_9000020851,2,0,0,0,0
l1_championship_player_2025_1_89782,2025,2023,l1_championship_club_2025_9000020851,2,0,0,0,0
l1_championship_player_2025_1_89782,2025,2024,l1_championship_club_2025_9000020851,0,0,0,0,0
l1_championship_player_2025_1_89782,2025,2025,l1_championship_club_2025_9000020851,1,0,0,0,0
l1_championship_player_2025_1_91113,2025,2016,l1_championship_club_2025_9000000608,0,0,0,0,0
l1_championship_player_2025_1_91113,2025,2017,l1_championship_club_2025_9000001071,1,0,0,0,0
l1_championship_player_2025_1_91113,2025,2018,l1_championship_club_2025_9000001071,18,0,0,4,0
l1_championship_player_2025_1_91113,2025,2019,l1_championship_club_2025_9000001071,18,1,1,9,0
l1_championship_player_2025_1_91113,2025,2020,l1_championship_club_2025_6,26,3,0,12,0
l1_championship_player_2025_1_91113,2025,2021,l1_championship_club_2025_6,34,1,0,11,0
l1_championship_player_2025_1_91113,2025,2022,l1_championship_club_2025_6,35,3,5,7,0
l1_championship_player_2025_1_91113,2025,2023,l1_championship_club_2025_6,40,1,4,16,0
l1_championship_player_2025_1_91113,2025,2024,l1_championship_club_2025_6,31,0,1,15,2
l1_championship_player_2025_1_91113,2025,2025,l1_championship_club_2025_1,22,0,1,7,0
l1_championship_player_2025_1_504315,2025,2025,l1_championship_club_2025_1,0,0,0,0,0
l1_championship_player_2025_1_504315,2025,2025,l1_championship_club_2025_9000020851,3,0,0,1,0
l1_championship_player_2025_1_94776,2025,2011,l1_championship_club_2025_9000001303,4,0,0,1,0
l1_championship_player_2025_1_94776,2025,2012,l1_championship_club_2025_9000001303,17,1,2,2,0
l1_championship_player_2025_1_94776,2025,2013,l1_championship_club_2025_9000001303,11,2,2,2,0
l1_championship_player_2025_1_94776,2025,2014,l1_championship_club_2025_9000001405,9,0,0,0,0
l1_championship_player_2025_1_94776,2025,2015,l1_championship_club_2025_9000000121,9,1,0,1,0
l1_championship_player_2025_1_94776,2025,2016,l1_championship_club_2025_9000000121,36,1,1,3,1
l1_championship_player_2025_1_94776,2025,2017,l1_championship_club_2025_9000000008,7,0,2,0,0
l1_championship_player_2025_1_94776,2025,2017,l1_championship_club_2025_9000000121,2,0,0,0,0
l1_championship_player_2025_1_94776,2025,2018,l1_championship_club_2025_9000000008,27,1,3,2,0
l1_championship_player_2025_1_94776,2025,2019,l1_championship_club_2025_9000000008,21,0,1,4,0
l1_championship_player_2025_1_94776,2025,2020,l1_championship_club_2025_9000000008,15,1,0,0,0
l1_championship_player_2025_1_94776,2025,2021,l1_championship_club_2025_9000000008,1,0,0,0,0
l1_championship_player_2025_1_94776,2025,2021,l1_championship_club_2025_159,36,1,2,4,1
l1_championship_player_2025_1_94776,2025,2022,l1_championship_club_2025_9000000021,34,2,2,3,0
l1_championship_player_2025_1_94776,2025,2022,l1_championship_club_2025_9000000008,0,0,0,0,0
l1_championship_player_2025_1_94776,2025,2023,l1_championship_club_2025_9000000021,47,1,2,13,0
l1_championship_player_2025_1_94776,2025,2024,l1_championship_club_2025_9000000021,32,2,1,5,0
l1_championship_player_2025_1_94776,2025,2025,l1_championship_club_2025_9000000021,0,0,0,0,0
l1_championship_player_2025_1_94776,2025,2025,l1_championship_club_2025_1,33,0,3,4,1
l1_championship_player_2025_1_17566,2025,2014,l1_championship_club_2025_158,8,0,0,2,0
l1_championship_player_2025_1_17566,2025,2014,l1_championship_club_2025_9000007407,15,0,0,2,0
l1_championship_player_2025_1_17566,2025,2015,l1_championship_club_2025_158,17,0,0,4,0
l1_championship_player_2025_1_17566,2025,2015,l1_championship_club_2025_9000007407,4,0,0,0,0
l1_championship_player_2025_1_17566,2025,2016,l1_championship_club_2025_9000000169,21,1,2,4,0
l1_championship_player_2025_1_17566,2025,2016,l1_championship_club_2025_158,0,0,0,0,0
l1_championship_player_2025_1_17566,2025,2016,l1_championship_club_2025_9000007407,1,1,0,0,0
l1_championship_player_2025_1_17566,2025,2017,l1_championship_club_2025_9000000169,36,1,0,2,0
l1_championship_player_2025_1_17566,2025,2018,l1_championship_club_2025_9000000169,31,0,0,3,0
l1_championship_player_2025_1_17566,2025,2019,l1_championship_club_2025_9000000156,49,5,6,6,0
l1_championship_player_2025_1_17566,2025,2020,l1_championship_club_2025_9000000156,34,0,2,4,0
l1_championship_player_2025_1_17566,2025,2021,l1_championship_club_2025_9000000156,36,0,2,2,1
l1_championship_player_2025_1_17566,2025,2022,l1_championship_club_2025_9000000156,43,7,1,10,1
l1_championship_player_2025_1_17566,2025,2023,l1_championship_club_2025_9000000156,1,0,0,1,0
l1_championship_player_2025_1_17566,2025,2023,l1_championship_club_2025_9000000127,31,0,3,7,0
l1_championship_player_2025_1_17566,2025,2024,l1_championship_club_2025_9000000127,38,1,1,6,0
l1_championship_player_2025_1_17566,2025,2025,l1_championship_club_2025_1,34,1,3,8,0
l1_championship_player_2025_1_17566,2025,2025,l1_championship_club_2025_9000000127,1,0,0,0,0
l1_championship_player_2025_1_69685,2025,2017,l1_championship_club_2025_13,3,0,0,1,0
l1_championship_player_2025_1_69685,2025,2017,l1_championship_club_2025_9000007417,12,2,0,1,0
l1_championship_player_2025_1_69685,2025,2018,l1_championship_club_2025_13,3,2,0,1,0
l1_championship_player_2025_1_69685,2025,2018,l1_championship_club_2025_9000000061,17,4,1,2,0
l1_championship_player_2025_1_69685,2025,2018,l1_championship_club_2025_9000007417,3,2,0,0,0
l1_championship_player_2025_1_69685,2025,2019,l1_championship_club_2025_158,3,0,0,1,0
l1_championship_player_2025_1_69685,2025,2020,l1_championship_club_2025_158,37,5,1,2,0
l1_championship_player_2025_1_69685,2025,2021,l1_championship_club_2025_158,35,3,4,2,1
l1_championship_player_2025_1_69685,2025,2022,l1_championship_club_2025_158,32,0,2,2,0
l1_championship_player_2025_1_69685,2025,2023,l1_championship_club_2025_9000000128,35,1,2,6,0
l1_championship_player_2025_1_69685,2025,2024,l1_championship_club_2025_9000000128,43,6,4,5,0
l1_championship_player_2025_1_69685,2025,2025,l1_championship_club_2025_1,39,3,4,6,0
l1_championship_player_2025_1_69685,2025,2025,l1_championship_club_2025_9000000128,0,0,0,0,0
l1_championship_player_2025_1_62437,2025,2016,l1_championship_club_2025_9000007434,2,0,0,0,0
l1_championship_player_2025_1_62437,2025,2017,l1_championship_club_2025_9000007434,14,5,0,4,0
l1_championship_player_2025_1_62437,2025,2018,l1_championship_club_2025_5,21,0,2,3,0
l1_championship_player_2025_1_62437,2025,2018,l1_championship_club_2025_9000007434,13,1,0,7,0
l1_championship_player_2025_1_62437,2025,2019,l1_championship_club_2025_5,14,0,1,2,0
l1_championship_player_2025_1_62437,2025,2019,l1_championship_club_2025_9000007434,3,0,0,0,1
l1_championship_player_2025_1_62437,2025,2020,l1_championship_club_2025_5,26,2,1,1,1
l1_championship_player_2025_1_62437,2025,2021,l1_championship_club_2025_5,24,3,1,3,0
l1_championship_player_2025_1_62437,2025,2021,l1_championship_club_2025_9000007434,4,0,0,1,0
l1_championship_player_2025_1_62437,2025,2022,l1_championship_club_2025_37,33,2,3,3,0
l1_championship_player_2025_1_62437,2025,2023,l1_championship_club_2025_37,37,10,2,7,0
l1_championship_player_2025_1_62437,2025,2024,l1_championship_club_2025_37,36,6,1,5,0
l1_championship_player_2025_1_62437,2025,2025,l1_championship_club_2025_1,8,0,0,2,0
l1_championship_player_2025_1_62437,2025,2025,l1_championship_club_2025_37,13,2,0,1,0
l1_championship_player_2025_1_103700,2025,2012,l1_championship_club_2025_9000000156,2,0,0,0,0
l1_championship_player_2025_1_103700,2025,2012,l1_championship_club_2025_9000002794,30,8,0,3,1
l1_championship_player_2025_1_103700,2025,2013,l1_championship_club_2025_9000000156,9,0,1,1,0
l1_championship_player_2025_1_103700,2025,2013,l1_championship_club_2025_9000002794,14,4,0,4,0
l1_championship_player_2025_1_103700,2025,2014,l1_championship_club_2025_9000000156,13,0,0,2,0
l1_championship_player_2025_1_103700,2025,2014,l1_championship_club_2025_9000001772,16,2,3,4,0
l1_championship_player_2025_1_103700,2025,2015,l1_championship_club_2025_9000000156,1,0,0,0,0
l1_championship_player_2025_1_103700,2025,2015,l1_championship_club_2025_9000000167,30,0,1,7,0
l1_championship_player_2025_1_103700,2025,2016,l1_championship_club_2025_9000000020,35,0,1,3,0
l1_championship_player_2025_1_103700,2025,2017,l1_championship_club_2025_9000000020,28,1,0,6,0
l1_championship_player_2025_1_103700,2025,2018,l1_championship_club_2025_9000000020,33,4,3,8,2
l1_championship_player_2025_1_103700,2025,2019,l1_championship_club_2025_9000000020,38,0,1,5,0
l1_championship_player_2025_1_103700,2025,2020,l1_championship_club_2025_9000000006,53,2,5,12,0
l1_championship_player_2025_1_103700,2025,2021,l1_championship_club_2025_9000000006,48,3,4,3,0
l1_championship_player_2025_1_103700,2025,2022,l1_championship_club_2025_9000000006,44,5,7,8,0
l1_championship_player_2025_1_103700,2025,2023,l1_championship_club_2025_9000000006,39,0,0,4,0
l1_championship_player_2025_1_103700,2025,2024,l1_championship_club_2025_1,32,3,4,5,0
l1_championship_player_2025_1_103700,2025,2025,l1_championship_club_2025_1,39,3,3,6,0
l1_championship_player_2025_1_28673,2025,2011,l1_championship_club_2025_6,36,1,0,9,0
l1_championship_player_2025_1_28673,2025,2012,l1_championship_club_2023_9000000179,37,1,2,5,1
l1_championship_player_2025_1_28673,2025,2013,l1_championship_club_2025_9,31,2,2,5,0
l1_championship_player_2025_1_28673,2025,2013,l1_championship_club_2023_9000000179,3,0,0,2,0
l1_championship_player_2025_1_28673,2025,2014,l1_championship_club_2025_9,33,2,1,5,0
l1_championship_player_2025_1_28673,2025,2015,l1_championship_club_2025_9000000127,30,1,0,7,1
l1_championship_player_2025_1_28673,2025,2016,l1_championship_club_2025_9000000127,26,1,2,5,1
l1_championship_player_2025_1_28673,2025,2017,l1_championship_club_2025_9000000127,0,0,0,0,0
l1_championship_player_2025_1_28673,2025,2017,l1_championship_club_2025_9000000191,36,4,4,14,1
l1_championship_player_2025_1_28673,2025,2018,l1_championship_club_2025_9000000191,29,1,1,6,0
l1_championship_player_2025_1_28673,2025,2019,l1_championship_club_2025_9000000191,34,2,1,8,0
l1_championship_player_2025_1_28673,2025,2020,l1_championship_club_2025_9000000175,27,0,0,4,0
l1_championship_player_2025_1_28673,2025,2020,l1_championship_club_2025_9000000191,5,0,0,1,0
l1_championship_player_2025_1_28673,2025,2021,l1_championship_club_2025_9000000175,39,1,2,13,2
l1_championship_player_2025_1_28673,2025,2022,l1_championship_club_2025_9000000175,27,0,2,7,0
l1_championship_player_2025_1_28673,2025,2023,l1_championship_club_2025_1,42,1,1,5,1
l1_championship_player_2025_1_28673,2025,2023,l1_championship_club_2025_9000000175,0,0,0,0,0
l1_championship_player_2025_1_28673,2025,2024,l1_championship_club_2025_1,26,0,0,1,0
l1_championship_player_2025_1_28673,2025,2025,l1_championship_club_2025_1,17,0,1,4,0
l1_championship_player_2025_1_84358,2025,2020,l1_championship_club_2025_9000008836,1,0,0,0,0
l1_championship_player_2025_1_84358,2025,2021,l1_championship_club_2025_1,0,0,0,0,0
l1_championship_player_2025_1_84358,2025,2021,l1_championship_club_2025_9000020851,17,0,0,3,0
l1_championship_player_2025_1_84358,2025,2022,l1_championship_club_2025_9000020851,19,3,0,4,0
l1_championship_player_2025_1_84358,2025,2023,l1_championship_club_2025_1,9,0,0,2,0
l1_championship_player_2025_1_84358,2025,2023,l1_championship_club_2025_9000020851,1,0,0,0,0
l1_championship_player_2025_1_84358,2025,2024,l1_championship_club_2025_1,16,1,0,2,0
l1_championship_player_2025_1_84358,2025,2024,l1_championship_club_2025_9000020851,1,0,0,0,0
l1_championship_player_2025_1_84358,2025,2025,l1_championship_club_2025_1,28,1,5,5,1
l1_championship_player_2025_1_506095,2025,2025,l1_championship_club_2025_1,4,0,0,0,0
l1_championship_player_2025_1_506095,2025,2025,l1_championship_club_2025_9000002052,19,0,1,7,1
l1_championship_player_2025_1_500906,2025,2025,l1_championship_club_2025_1,11,2,1,2,0
l1_championship_player_2025_1_500906,2025,2025,l1_championship_club_2025_9000000003,12,1,0,1,0
l1_championship_player_2025_1_92581,2025,2024,l1_championship_club_2025_9000020851,6,0,0,1,0
l1_championship_player_2025_1_92581,2025,2025,l1_championship_club_2025_9000020851,14,0,0,2,1
l1_championship_player_2025_1_92581,2025,2025,l1_championship_club_2025_1,0,0,0,0,0
l1_championship_player_2025_1_500758,2025,2025,l1_championship_club_2025_9000000198,24,4,4,2,0
l1_championship_player_2025_1_500758,2025,2025,l1_championship_club_2025_1,12,0,0,3,0
l1_championship_player_2025_1_105460,2025,2022,l1_championship_club_2023_9000000849,34,1,2,2,0
l1_championship_player_2025_1_105460,2025,2022,l1_championship_club_2025_9101114100,6,1,0,0,0
l1_championship_player_2025_1_105460,2025,2023,l1_championship_club_2025_9000000175,5,0,0,2,0
l1_championship_player_2025_1_105460,2025,2023,l1_championship_club_2023_9000000849,32,2,6,3,0
l1_championship_player_2025_1_105460,2025,2024,l1_championship_club_2025_9000000175,0,0,0,0,0
l1_championship_player_2025_1_105460,2025,2024,l1_championship_club_2024_9000006339,39,0,2,7,0
l1_championship_player_2025_1_105460,2025,2025,l1_championship_club_2025_1,22,0,2,2,1
l1_championship_player_2025_1_105460,2025,2025,l1_championship_club_2024_9000006339,0,0,0,0,0
l1_championship_player_2025_1_27361,2025,2011,l1_championship_club_2025_9000000024,36,2,11,4,0
l1_championship_player_2025_1_27361,2025,2012,l1_championship_club_2025_9000000024,26,5,0,3,0
l1_championship_player_2025_1_27361,2025,2013,l1_championship_club_2025_9000000049,20,3,0,4,0
l1_championship_player_2025_1_27361,2025,2013,l1_championship_club_2025_9000000024,7,0,0,2,0
l1_championship_player_2025_1_27361,2025,2014,l1_championship_club_2025_9000000049,19,4,3,3,0
l1_championship_player_2025_1_27361,2025,2015,l1_championship_club_2025_9000000047,51,1,7,9,0
l1_championship_player_2025_1_27361,2025,2016,l1_championship_club_2025_9000000053,26,1,1,1,0
l1_championship_player_2025_1_27361,2025,2017,l1_championship_club_2025_9000000053,37,2,1,9,1
l1_championship_player_2025_1_27361,2025,2018,l1_championship_club_2025_9000000444,37,8,0,0,0
l1_championship_player_2025_1_27361,2025,2019,l1_championship_club_2025_9000000053,0,0,0,0,0
l1_championship_player_2025_1_27361,2025,2020,l1_championship_club_2025_9000000053,0,0,0,0,0
l1_championship_player_2025_1_27361,2025,2023,l1_championship_club_2025_9000000053,0,0,0,0,0
l1_championship_player_2025_1_62575,2025,2016,l1_championship_club_2025_9000007425,7,0,0,0,0
l1_championship_player_2025_1_62575,2025,2017,l1_championship_club_2025_159,10,0,0,0,0
l1_championship_player_2025_1_62575,2025,2017,l1_championship_club_2025_9000007425,10,4,0,1,0
l1_championship_player_2025_1_62575,2025,2018,l1_championship_club_2025_9000007425,4,2,0,1,0
l1_championship_player_2025_1_62575,2025,2019,l1_championship_club_2025_159,5,0,0,0,0
l1_championship_player_2025_1_62575,2025,2019,l1_championship_club_2025_9000007425,12,8,0,0,0
l1_championship_player_2025_1_62575,2025,2020,l1_championship_club_2025_30,41,16,7,6,0
l1_championship_player_2025_1_62575,2025,2021,l1_championship_club_2025_30,43,12,10,4,0
l1_championship_player_2025_1_62575,2025,2022,l1_championship_club_2025_14,42,17,6,3,0
l1_championship_player_2025_1_62575,2025,2022,l1_championship_club_2025_30,5,0,0,1,1
l1_championship_player_2025_1_62575,2025,2023,l1_championship_club_2025_14,43,12,4,4,0
l1_championship_player_2025_1_62575,2025,2024,l1_championship_club_2025_14,20,3,2,2,0
l1_championship_player_2025_1_62575,2025,2024,l1_championship_club_2025_1,14,10,2,0,0
l1_championship_player_2025_1_62575,2025,2025,l1_championship_club_2025_1,25,10,5,1,0
l1_championship_player_2025_1_103656,2025,2018,l1_championship_club_2024_9000000001,4,0,0,0,0
l1_championship_player_2025_1_103656,2025,2019,l1_championship_club_2024_9000000001,49,17,3,0,0
l1_championship_player_2025_1_103656,2025,2020,l1_championship_club_2024_9000000001,52,12,5,2,0
l1_championship_player_2025_1_103656,2025,2021,l1_championship_club_2024_9000000001,24,6,2,2,0
l1_championship_player_2025_1_103656,2025,2023,l1_championship_club_2025_9000001450,36,10,6,6,1
l1_championship_player_2025_1_103656,2025,2023,l1_championship_club_2024_9000000001,0,0,0,0,0
l1_championship_player_2025_1_103656,2025,2024,l1_championship_club_2025_1,36,22,5,3,0
l1_championship_player_2025_1_103656,2025,2025,l1_championship_club_2025_1,41,25,10,6,0
l1_championship_player_2025_1_100680,2025,2022,l1_championship_club_2025_9000020851,7,0,0,0,0
l1_championship_player_2025_1_100680,2025,2023,l1_championship_club_2025_9000020851,18,1,0,1,0
l1_championship_player_2025_1_100680,2025,2024,l1_championship_club_2025_9000020851,15,6,0,0,0
l1_championship_player_2025_1_100680,2025,2025,l1_championship_club_2025_1,0,0,0,0,0
l1_championship_player_2025_1_100680,2025,2025,l1_championship_club_2025_9000020851,20,8,0,0,0
l1_championship_player_2025_1_105296,2025,2018,l1_championship_club_2025_9000002477,11,0,0,0,0
l1_championship_player_2025_1_105296,2025,2019,l1_championship_club_2025_9000003609,31,4,0,4,0
l1_championship_player_2025_1_105296,2025,2020,l1_championship_club_2025_9000002477,47,10,5,7,0
l1_championship_player_2025_1_105296,2025,2021,l1_championship_club_2025_9000002477,37,11,4,5,0
l1_championship_player_2025_1_105296,2025,2022,l1_championship_club_2025_9000000198,37,9,6,2,0
l1_championship_player_2025_1_105296,2025,2023,l1_championship_club_2025_9000000198,45,12,3,3,0
l1_championship_player_2025_1_105296,2025,2024,l1_championship_club_2025_9000000198,47,18,14,1,0
l1_championship_player_2025_1_105296,2025,2025,l1_championship_club_2025_1,39,12,4,3,0
l1_championship_player_2025_1_104050,2025,2017,l1_championship_club_2025_9000000695,10,0,0,1,0
l1_championship_player_2025_1_104050,2025,2018,l1_championship_club_2025_9000000695,33,2,2,4,0
l1_championship_player_2025_1_104050,2025,2019,l1_championship_club_2025_9000002182,33,5,1,3,0
l1_championship_player_2025_1_104050,2025,2020,l1_championship_club_2025_9000002182,35,5,2,6,0
l1_championship_player_2025_1_104050,2025,2021,l1_championship_club_2025_9000002182,32,8,2,4,0
l1_championship_player_2025_1_104050,2025,2022,l1_championship_club_2025_9000000091,7,0,0,0,0
l1_championship_player_2025_1_104050,2025,2022,l1_championship_club_2025_9000002182,11,0,3,1,0
l1_championship_player_2025_1_104050,2025,2023,l1_championship_club_2025_9000000091,6,1,0,0,0
l1_championship_player_2025_1_104050,2025,2023,l1_championship_club_2025_9000000459,11,0,0,2,0
l1_championship_player_2025_1_104050,2025,2024,l1_championship_club_2025_9000000091,0,0,0,0,0
l1_championship_player_2025_1_104050,2025,2024,l1_championship_club_2025_2,26,10,1,5,0
l1_championship_player_2025_1_104050,2025,2025,l1_championship_club_2025_9000000091,1,0,1,0,0
l1_championship_player_2025_1_104050,2025,2025,l1_championship_club_2025_1,18,3,2,1,0
l1_championship_player_2025_1_99142,2025,2011,l1_championship_club_2025_9000003555,4,0,0,0,0
l1_championship_player_2025_1_99142,2025,2011,l1_championship_club_2025_9000000176,0,0,0,0,0
l1_championship_player_2025_1_99142,2025,2012,l1_championship_club_2025_9000000176,2,0,0,0,0
l1_championship_player_2025_1_99142,2025,2013,l1_championship_club_2025_9000003555,30,0,0,8,0
