player_id,season,total_matches_played,total_goals,total_assists,total_yellow_cards,total_red_cards
l1_championship_player_2024_90_86437,2024,160,4,2,18,4
l1_championship_player_2023_90_102076,2023,199,25,3,13,0
l1_championship_player_2024_90_102076,2024,199,25,3,13,0
l1_championship_player_2021_41_92662,2021,77,1,3,4,0
l1_championship_player_2023_41_92662,2023,77,1,3,4,0
l1_championship_player_2024_41_92662,2024,77,1,3,4,0
l1_championship_player_2025_41_92662,2025,77,1,3,4,0
l1_championship_player_2015_41_67860,2015,453,11,33,96,4
l1_championship_player_2016_41_67860,2016,453,11,33,96,4
l1_championship_player_2017_14_67860,2017,453,11,33,96,4
l1_championship_player_2018_14_67860,2018,453,11,33,96,4
l1_championship_player_2019_14_67860,2019,453,11,33,96,4
l1_championship_player_2020_14_67860,2020,453,11,33,96,4
l1_championship_player_2021_14_67860,2021,453,11,33,96,4
l1_championship_player_2022_14_67860,2022,453,11,33,96,4
l1_championship_player_2023_90_101093,2023,176,23,1,29,2
l1_championship_player_2024_90_101093,2024,176,23,1,29,2
l1_championship_player_2019_41_79500,2019,264,39,38,30,0
l1_championship_player_2020_48_79500,2020,264,39,38,30,0
l1_championship_player_2021_41_79500,2021,264,39,38,30,0
l1_championship_player_2022_41_79500,2022,264,39,38,30,0
l1_championship_player_2022_90_79500,2022,264,39,38,30,0
l1_championship_player_2023_41_79500,2023,264,39,38,30,0
l1_championship_player_2023_90_79500,2023,264,39,38,30,0
l1_championship_player_2024_90_79500,2024,264,39,38,30,0
l1_championship_player_2017_30_28858,2017,401,57,28,77,6
l1_championship_player_2018_30_28858,2018,401,57,28,77,6
l1_championship_player_2019_30_28858,2019,401,57,28,77,6
l1_championship_player_2020_30_28858,2020,401,57,28,77,6
l1_championship_player_2021_30_28858,2021,401,57,28,77,6
l1_championship_player_2022_44_28858,2022,401,57,28,77,6
l1_championship_player_2023_44_28858,2023,401,57,28,77,6
l1_championship_player_2024_44_28858,2024,401,57,28,77,6
l1_championship_player_2025_44_28858,2025,401,57,28,77,6
l1_championship_player_2013_1_48671,2013,363,16,29,84,1
l1_championship_player_2014_1_48671,2014,363,16,29,84,1
l1_championship_player_2015_1_48671,2015,363,16,29,84,1
l1_championship_player_2016_1_48671,2016,363,16,29,84,1
l1_championship_player_2017_1_48671,2017,363,16,29,84,1
l1_championship_player_2018_1_48671,2018,363,16,29,84,1
l1_championship_player_2019_1_48671,2019,363,16,29,84,1
l1_championship_player_2020_1_48671,2020,363,16,29,84,1
l1_championship_player_2024_90_48671,2024,363,16,29,84,1
l1_championship_player_2017_90_17313,2017,371,53,14,44,4
l1_championship_player_2018_90_17313,2018,371,53,14,44,4
l1_championship_player_2019_90_17313,2019,371,53,14,44,4
l1_championship_player_2020_90_17313,2020,371,53,14,44,4
l1_championship_player_2021_90_17313,2021,371,53,14,44,4
l1_championship_player_2022_90_17313,2022,371,53,14,44,4
l1_championship_player_2023_90_17313,2023,371,53,14,44,4
l1_championship_player_2024_90_17313,2024,371,53,14,44,4
l1_championship_player_2014_17_59698,2014,266,17,14,42,4
l1_championship_player_2015_17_59698,2015,266,17,14,42,4
l1_championship_player_2016_17_59698,2016,266,17,14,42,4
l1_championship_player_2020_17_59698,2020,266,17,14,42,4
l1_championship_player_2021_17_59698,2021,266,17,14,42,4
l1_championship_player_2023_17_59698,2023,266,17,14,42,4
l1_championship_player_2023_90_59698,2023,266,17,14,42,4
l1_championship_player_2024_90_59698,2024,266,17,14,42,4
l1_championship_player_2025_2_101110,2025,35,0,0,9,1
l1_championship_player_2019_41_88576,2019,250,25,11,52,4
l1_championship_player_2020_41_88576,2020,250,25,11,52,4
l1_championship_player_2021_41_88576,2021,250,25,11,52,4
l1_championship_player_2022_41_88576,2022,250,25,11,52,4
l1_championship_player_2023_41_88576,2023,250,25,11,52,4
l1_championship_player_2024_41_88576,2024,250,25,11,52,4
l1_championship_player_2025_41_88576,2025,250,25,11,52,4
l1_championship_player_2012_16_39732,2012,262,45,24,55,6
l1_championship_player_2013_16_39732,2013,262,45,24,55,6
l1_championship_player_2014_16_39732,2014,262,45,24,55,6
l1_championship_player_2015_16_39732,2015,262,45,24,55,6
l1_championship_player_2016_16_39732,2016,262,45,24,55,6
l1_championship_player_2017_41_39732,2017,262,45,24,55,6
l1_championship_player_2018_41_39732,2018,262,45,24,55,6
l1_championship_player_2019_41_39732,2019,262,45,24,55,6
l1_championship_player_2020_41_39732,2020,262,45,24,55,6
l1_championship_player_2021_41_39732,2021,262,45,24,55,6
l1_championship_player_2022_31_39732,2022,262,45,24,55,6
l1_championship_player_2023_31_39732,2023,262,45,24,55,6
l1_championship_player_2024_31_39732,2024,262,45,24,55,6
l1_championship_player_2024_90_39732,2024,262,45,24,55,6
l1_championship_player_2016_159_77378,2016,178,43,11,11,2
l1_championship_player_2017_159_77378,2017,178,43,11,11,2
l1_championship_player_2018_9_77378,2018,178,43,11,11,2
l1_championship_player_2019_9_77378,2019,178,43,11,11,2
l1_championship_player_2020_9_77378,2020,178,43,11,11,2
l1_championship_player_2021_9_77378,2021,178,43,11,11,2
l1_championship_player_2021_12_77378,2021,178,43,11,11,2
l1_championship_player_2022_9_77378,2022,178,43,11,11,2
l1_championship_player_2014_5_57025,2014,315,65,26,27,1
l1_championship_player_2016_5_57025,2016,315,65,26,27,1
l1_championship_player_2017_5_57025,2017,315,65,26,27,1
l1_championship_player_2018_5_57025,2018,315,65,26,27,1
l1_championship_player_2019_5_57025,2019,315,65,26,27,1
l1_championship_player_2020_33_57025,2020,315,65,26,27,1
l1_championship_player_2021_90_57025,2021,315,65,26,27,1
l1_championship_player_2022_90_57025,2022,315,65,26,27,1
l1_championship_player_2023_90_57025,2023,315,65,26,27,1
l1_championship_player_2024_90_57025,2024,315,65,26,27,1
l1_championship_player_2020_8_84629,2020,142,34,8,5,0
l1_championship_player_2021_8_84629,2021,142,34,8,5,0
l1_championship_player_2021_90_84629,2021,142,34,8,5,0
l1_championship_player_2022_8_84629,2022,142,34,8,5,0
l1_championship_player_2023_90_84629,2023,142,34,8,5,0
l1_championship_player_2024_90_84629,2024,142,34,8,5,0
l1_championship_player_2009_14_26832,2009,289,91,12,29,1
l1_championship_player_2010_14_26832,2010,289,91,12,29,1
l1_championship_player_2011_14_26832,2011,289,91,12,29,1
l1_championship_player_2012_14_26832,2012,289,91,12,29,1
l1_championship_player_2013_14_26832,2013,289,91,12,29,1
l1_championship_player_2014_14_26832,2014,289,91,12,29,1
l1_championship_player_2016_7_26832,2016,289,91,12,29,1
l1_championship_player_2017_7_26832,2017,289,91,12,29,1
l1_championship_player_2018_7_26832,2018,289,91,12,29,1
l1_championship_player_2019_7_26832,2019,289,91,12,29,1
l1_championship_player_2020_7_26832,2020,289,91,12,29,1
l1_championship_player_2021_7_26832,2021,289,91,12,29,1
l1_championship_player_2021_40_26832,2021,289,91,12,29,1
l1_championship_player_2022_90_26832,2022,289,91,12,29,1
l1_championship_player_2023_90_26832,2023,289,91,12,29,1
l1_championship_player_2024_90_26832,2024,289,91,12,29,1
l1_championship_player_2013_13_55821,2013,391,52,38,38,1
l1_championship_player_2014_13_55821,2014,391,52,38,38,1
l1_championship_player_2015_13_55821,2015,391,52,38,38,1
l1_championship_player_2016_10_55821,2016,391,52,38,38,1
l1_championship_player_2016_13_55821,2016,391,52,38,38,1
l1_championship_player_2017_10_55821,2017,391,52,38,38,1
l1_championship_player_2017_13_55821,2017,391,52,38,38,1
l1_championship_player_2018_158_55821,2018,391,52,38,38,1
l1_championship_player_2019_158_55821,2019,391,52,38,38,1
l1_championship_player_2020_158_55821,2020,391,52,38,38,1
l1_championship_player_2021_158_55821,2021,391,52,38,38,1
l1_championship_player_2012_7_45928,2012,301,83,25,31,4
l1_championship_player_2013_7_45928,2013,301,83,25,31,4
l1_championship_player_2014_7_45928,2014,301,83,25,31,4
l1_championship_player_2015_7_45928,2015,301,83,25,31,4
l1_championship_player_2016_7_45928,2016,301,83,25,31,4
l1_championship_player_2020_31_45928,2020,301,83,25,31,4
l1_championship_player_2021_31_45928,2021,301,83,25,31,4
l1_championship_player_2021_17_45928,2021,301,83,25,31,4
l1_championship_player_2022_31_45928,2022,301,83,25,31,4
l1_championship_player_2024_90_45928,2024,301,83,25,31,4
l1_championship_player_2019_12_89637,2019,426,79,60,23,2
l1_championship_player_2020_12_89637,2020,426,79,60,23,2
l1_championship_player_2021_12_89637,2021,426,79,60,23,2
l1_championship_player_2022_12_89637,2022,426,79,60,23,2
l1_championship_player_2023_12_89637,2023,426,79,60,23,2
l1_championship_player_2024_12_89637,2024,426,79,60,23,2
l1_championship_player_2024_8_104360,2024,212,1,1,5,1
l1_championship_player_2025_8_104360,2025,212,1,1,5,1
l1_championship_player_2010_9_36573,2010,166,0,0,4,0
l1_championship_player_2013_9_36573,2013,166,0,0,4,0
l1_championship_player_2014_9_36573,2014,166,0,0,4,0
l1_championship_player_2015_40_36573,2015,166,0,0,4,0
l1_championship_player_2016_40_36573,2016,166,0,0,4,0
l1_championship_player_2017_24_36573,2017,166,0,0,4,0
l1_championship_player_2018_24_36573,2018,166,0,0,4,0
l1_championship_player_2019_24_36573,2019,166,0,0,4,0
l1_championship_player_2020_8_36573,2020,166,0,0,4,0
l1_championship_player_2021_8_36573,2021,166,0,0,4,0
l1_championship_player_2022_8_36573,2022,166,0,0,4,0
l1_championship_player_2023_8_36573,2023,166,0,0,4,0
l1_championship_player_2024_158_36573,2024,166,0,0,4,0
l1_championship_player_2024_8_36573,2024,166,0,0,4,0
l1_championship_player_2022_158_98501,2022,213,11,3,38,6
l1_championship_player_2023_158_98501,2023,213,11,3,38,6
l1_championship_player_2024_158_98501,2024,213,11,3,38,6
l1_championship_player_2012_41_34834,2012,478,26,13,85,8
l1_championship_player_2013_41_34834,2013,478,26,13,85,8
l1_championship_player_2014_41_34834,2014,478,26,13,85,8
l1_championship_player_2015_41_34834,2015,478,26,13,85,8
l1_championship_player_2024_158_34834,2024,478,26,13,85,8
l1_championship_player_2022_1_99199,2022,382,31,6,44,3
l1_championship_player_2023_1_99199,2023,382,31,6,44,3
l1_championship_player_2024_1_99199,2024,382,31,6,44,3
l1_championship_player_2025_1_99199,2025,382,31,6,44,3
l1_championship_player_2016_13_78371,2016,509,39,55,74,0
l1_championship_player_2017_13_78371,2017,509,39,55,74,0
l1_championship_player_2018_13_78371,2018,509,39,55,74,0
l1_championship_player_2019_13_78371,2019,509,39,55,74,0
l1_championship_player_2024_158_78371,2024,509,39,55,74,0
l1_championship_player_2024_158_104513,2024,20,1,0,7,0
l1_championship_player_2014_30_62366,2014,324,27,18,44,2
l1_championship_player_2015_30_62366,2015,324,27,18,44,2
l1_championship_player_2016_30_62366,2016,324,27,18,44,2
l1_championship_player_2017_30_62366,2017,324,27,18,44,2
l1_championship_player_2018_30_62366,2018,324,27,18,44,2
l1_championship_player_2019_30_62366,2019,324,27,18,44,2
l1_championship_player_2019_44_62366,2019,324,27,18,44,2
l1_championship_player_2020_44_62366,2020,324,27,18,44,2
l1_championship_player_2023_30_62366,2023,324,27,18,44,2
l1_championship_player_2024_30_62366,2024,324,27,18,44,2
l1_championship_player_2023_158_101141,2023,118,3,8,17,0
l1_championship_player_2024_158_101141,2024,118,3,8,17,0
l1_championship_player_2020_158_87404,2020,53,2,1,7,0
l1_championship_player_2021_158_87404,2021,53,2,1,7,0
l1_championship_player_2022_158_87404,2022,53,2,1,7,0
l1_championship_player_2023_158_87404,2023,53,2,1,7,0
l1_championship_player_2024_158_87404,2024,53,2,1,7,0
l1_championship_player_2014_14_701,2014,568,32,30,143,5
l1_championship_player_2015_14_701,2015,568,32,30,143,5
l1_championship_player_2016_14_701,2016,568,32,30,143,5
l1_championship_player_2017_14_701,2017,568,32,30,143,5
l1_championship_player_2018_14_701,2018,568,32,30,143,5
l1_championship_player_2019_14_701,2019,568,32,30,143,5
l1_championship_player_2019_158_701,2019,568,32,30,143,5
l1_championship_player_2020_158_701,2020,568,32,30,143,5
l1_championship_player_2021_158_701,2021,568,32,30,143,5
l1_championship_player_2022_158_701,2022,568,32,30,143,5
l1_championship_player_2023_158_701,2023,568,32,30,143,5
l1_championship_player_2024_158_701,2024,568,32,30,143,5
l1_championship_player_2021_158_91059,2021,65,2,0,14,1
l1_championship_player_2024_158_91059,2024,65,2,0,14,1
l1_championship_player_2021_37_95633,2021,320,28,23,70,2
l1_championship_player_2022_37_95633,2022,320,28,23,70,2
l1_championship_player_2023_158_95633,2023,320,28,23,70,2
l1_championship_player_2024_158_95633,2024,320,28,23,70,2
l1_championship_player_2023_158_90486,2023,95,0,4,13,3
l1_championship_player_2024_158_90486,2024,95,0,4,13,3
l1_championship_player_2023_158_101344,2023,177,30,20,33,1
l1_championship_player_2024_158_101344,2024,177,30,20,33,1
l1_championship_player_2021_13_93229,2021,37,3,1,4,0
l1_championship_player_2024_158_93229,2024,37,3,1,4,0
l1_championship_player_2024_158_103513,2024,112,4,1,13,0
l1_championship_player_2013_159_42500,2013,375,65,30,17,0
l1_championship_player_2014_159_42500,2014,375,65,30,17,0
l1_championship_player_2015_159_42500,2015,375,65,30,17,0
l1_championship_player_2016_159_42500,2016,375,65,30,17,0
l1_championship_player_2021_2_42500,2021,375,65,30,17,0
l1_championship_player_2022_2_42500,2022,375,65,30,17,0
l1_championship_player_2023_2_42500,2023,375,65,30,17,0
l1_championship_player_2024_2_42500,2024,375,65,30,17,0
l1_championship_player_2025_2_42500,2025,375,65,30,17,0
l1_championship_player_2024_158_103778,2024,221,27,30,9,1
l1_championship_player_2021_16_84098,2021,59,10,0,3,1
l1_championship_player_2023_16_84098,2023,59,10,0,3,1
l1_championship_player_2024_16_84098,2024,59,10,0,3,1
l1_championship_player_2025_16_84098,2025,59,10,0,3,1
l1_championship_player_2024_158_90768,2024,134,25,11,17,0
l1_championship_player_2020_158_87402,2020,57,23,0,5,1
l1_championship_player_2021_158_87402,2021,57,23,0,5,1
l1_championship_player_2013_13_56648,2013,165,0,2,8,2
l1_championship_player_2014_13_56648,2014,165,0,2,8,2
l1_championship_player_2015_13_56648,2015,165,0,2,8,2
l1_championship_player_2016_13_56648,2016,165,0,2,8,2
l1_championship_player_2017_13_56648,2017,165,0,2,8,2
l1_championship_player_2018_13_56648,2018,165,0,2,8,2
l1_championship_player_2019_13_56648,2019,165,0,2,8,2
l1_championship_player_2021_12_56648,2021,165,0,2,8,2
l1_championship_player_2022_12_56648,2022,165,0,2,8,2
l1_championship_player_2023_12_56648,2023,165,0,2,8,2
l1_championship_player_2024_12_56648,2024,165,0,2,8,2
l1_championship_player_2024_159_56648,2024,165,0,2,8,2
l1_championship_player_2023_159_98716,2023,30,0,0,1,0
l1_championship_player_2024_159_98716,2024,30,0,0,1,0
l1_championship_player_2024_159_103734,2024,266,13,20,37,1
l1_championship_player_2024_14_103830,2024,403,17,30,75,2
l1_championship_player_2025_14_103830,2025,403,17,30,75,2
l1_championship_player_2023_159_101569,2023,329,10,23,29,4
l1_championship_player_2024_159_101569,2024,329,10,23,29,4
l1_championship_player_2023_159_101530,2023,501,9,28,86,3
l1_championship_player_2024_159_101530,2024,501,9,28,86,3
l1_championship_player_2017_8_57857,2017,402,12,8,58,4
l1_championship_player_2024_159_57857,2024,402,12,8,58,4
l1_championship_player_2022_159_99162,2022,490,31,34,117,13
l1_championship_player_2023_159_99162,2023,490,31,34,117,13
l1_championship_player_2024_159_99162,2024,490,31,34,117,13
l1_championship_player_2021_159_92392,2021,60,3,1,14,0
l1_championship_player_2024_159_104224,2024,34,1,0,5,0
l1_championship_player_2023_159_102091,2023,244,9,13,34,2
l1_championship_player_2024_159_102091,2024,244,9,13,34,2
l1_championship_player_2024_159_91416,2024,34,1,2,3,0
l1_championship_player_2024_159_104049,2024,219,14,6,25,2
l1_championship_player_2012_159_38233,2012,425,76,44,41,3
l1_championship_player_2013_159_38233,2013,425,76,44,41,3
l1_championship_player_2014_159_38233,2014,425,76,44,41,3
l1_championship_player_2015_159_38233,2015,425,76,44,41,3
l1_championship_player_2016_159_38233,2016,425,76,44,41,3
l1_championship_player_2022_159_38233,2022,425,76,44,41,3
l1_championship_player_2023_159_38233,2023,425,76,44,41,3
l1_championship_player_2024_159_38233,2024,425,76,44,41,3
l1_championship_player_2023_159_102019,2023,153,26,13,5,0
l1_championship_player_2024_159_102019,2024,153,26,13,5,0
l1_championship_player_2008_159_27689,2008,398,47,55,53,4
l1_championship_player_2009_159_27689,2009,398,47,55,53,4
l1_championship_player_2010_159_27689,2010,398,47,55,53,4
l1_championship_player_2011_159_27689,2011,398,47,55,53,4
l1_championship_player_2012_159_27689,2012,398,47,55,53,4
l1_championship_player_2013_159_27689,2013,398,47,55,53,4
l1_championship_player_2014_159_27689,2014,398,47,55,53,4
l1_championship_player_2015_159_27689,2015,398,47,55,53,4
l1_championship_player_2016_159_27689,2016,398,47,55,53,4
l1_championship_player_2017_9_27689,2017,398,47,55,53,4
l1_championship_player_2018_9_27689,2018,398,47,55,53,4
l1_championship_player_2023_159_101722,2023,115,30,9,14,1
l1_championship_player_2024_159_101722,2024,115,30,9,14,1
