player_id,season,championship_id,club_id,total_team_matches,total_matches_played,total_matches_started,total_minutes_played,total_goals,total_home_goals,total_away_goals,total_left_footed_goals,total_right_footed_goals,total_assists,total_attempts,total_shots_on_target,total_shots_assists,total_balls_played,total_touches_in_opposition_box,total_duels_won,total_interceptions,total_tackles_won,total_fouls_committed,total_fouls_suffered,total_yellow_cards,total_red_cards,total_man_of_the_match,total_team_goals,fl1_average_rating,ratio_balls_played_per_match,ratio_matches_started,ratio_goals_every_n_minutes,ratio_shots_on_target_per_match,ratio_touches_in_opposition_box_per_match
l1_championship_player_2025_9_105468,2025,10,l1_championship_club_2025_9,3,3,1,85,,,,,,,1,,,61,2,5,1,1,3,1,1,1,,6,4.05,64.59,0.33,,,2.12
l1_championship_player_2025_9_98502,2025,1,l1_championship_club_2025_9,30,15,11,949,3,2,1,1,1,2,21,7,9,446,50,21,4,2,10,8,4,,1,52,5.022000000000001,42.3,0.37,316.33,0.66,4.74
l1_championship_player_2025_9_98502,2025,6,l1_championship_club_2025_9,10,5,4,326,1,,1,,1,,13,2,8,156,18,9,3,2,3,2,,,,12,5.464,43.07,0.4,326,0.55,4.97
l1_championship_player_2025_9_98502,2025,10,l1_championship_club_2025_9,3,1,1,36,,,,,,,,,,17,,,,,1,,,,,6,4.34,42.5,0.33,,,
l1_championship_player_2025_12_104089,2025,1,l1_championship_club_2025_12,30,2,1,91,,,,,,,,,,47,,,,,,,,,,,5.27,46.48,0.03,,,
l1_championship_player_2025_12_104089,2025,10,l1_championship_club_2025_12,2,1,1,90,,,,,,,,,,45,,,,,,,,,,,6.39,45,0.5,,,
l1_championship_player_2025_12_18357,2025,1,l1_championship_club_2025_12,30,29,29,2609,,,,,,,1,,,1205,,,,,,14,4,,5,,5.391034482758621,41.57,0.97,,,
l1_championship_player_2025_12_18357,2025,10,l1_championship_club_2025_12,2,1,1,90,,,,,,,,,,70,,,,,,,,,,,4.73,70,0.5,,,
l1_championship_player_2025_12_90785,2025,1,l1_championship_club_2025_12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_12_90785,2025,10,l1_championship_club_2025_12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_12_81781,2025,1,l1_championship_club_2025_12,30,3,1,92,,,,,,,,,2,52,1,2,1,,1,,,,,25,4.173333333333333,50.87,0.03,,,0.98
l1_championship_player_2025_12_81781,2025,10,l1_championship_club_2025_12,2,1,,1,,,,,,,,,,,,,,,,,,,,6,4.59,,,,,
l1_championship_player_2025_12_56530,2025,1,l1_championship_club_2025_12,30,23,22,1962,,,,,,1,10,2,8,1251,18,79,7,16,23,18,3,,1,25,5.056956521739131,57.39,0.73,,0.09,0.83
l1_championship_player_2025_12_56530,2025,10,l1_championship_club_2025_12,2,2,2,180,,,,,,,1,,,125,,11,1,3,4,1,2,,,6,4.355,62.5,1,,,
l1_championship_player_2025_12_105070,2025,1,l1_championship_club_2025_12,30,24,23,2052,1,1,,,,2,9,4,10,1639,14,86,19,15,22,19,7,,,25,5.427500000000001,71.89,0.77,2052,0.18,0.61
l1_championship_player_2025_12_105070,2025,10,l1_championship_club_2025_12,2,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
l1_championship_player_2025_12_84347,2025,1,l1_championship_club_2025_12,30,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,
l1_championship_player_2025_12_84347,2025,10,l1_championship_club_2025_12,2,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
l1_championship_player_2025_12_59420,2025,1,l1_championship_club_2025_12,30,15,9,733,3,,3,1,2,,8,3,4,451,13,53,23,17,13,8,4,,2,25,5.242000000000001,55.38,0.3,244.33,0.37,1.6
l1_championship_player_2025_12_59420,2025,10,l1_championship_club_2025_12,2,1,1,89,1,,1,,1,,2,1,1,50,2,7,,1,4,1,1,,,6,7.02,50.56,0.5,89,1.01,2.02
l1_championship_player_2025_12_62568,2025,1,l1_championship_club_2025_12,30,26,22,2033,,,,,,,8,2,9,1160,19,88,16,20,16,28,1,,,25,4.931923076923078,51.35,0.73,,0.09,0.84
l1_championship_player_2025_12_62568,2025,10,l1_championship_club_2025_12,2,2,2,180,,,,,,,,,,175,,12,6,3,1,1,,,,6,4.975,87.5,1,,,
l1_championship_player_2025_12_86548,2025,1,l1_championship_club_2025_12,30,1,,45,,,,,,,,,,39,,1,3,,1,,,,,25,5.58,78,,,,
l1_championship_player_2025_12_86548,2025,10,l1_championship_club_2025_12,2,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
l1_championship_player_2025_12_26393,2025,1,l1_championship_club_2025_12,11,5,4,367,,,,,,,3,1,2,234,4,22,11,7,6,6,1,,,7,5.244000000000001,57.38,0.36,,0.25,0.98
l1_championship_player_2025_12_26393,2025,10,l1_championship_club_2025_12,2,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
l1_championship_player_2025_12_91746,2025,1,l1_championship_club_2025_6,15,5,4,275,,,,,,,6,1,,174,9,13,3,,4,8,1,,,26,4.752,56.95,0.27,,0.33,2.95
l1_championship_player_2025_12_91746,2025,1,l1_championship_club_2025_12,15,12,10,795,,,,,,1,6,1,5,445,20,46,6,14,19,18,1,,,12,5.093333333333335,50.38,0.67,,0.11,2.26
l1_championship_player_2025_12_91746,2025,10,l1_championship_club_2025_12,2,2,1,123,,,,,,,,,,93,1,10,1,1,2,3,1,,,6,5.050000000000001,68.05,0.5,,,0.73
l1_championship_player_2025_12_104835,2025,1,l1_championship_club_2025_12,30,4,,21,,,,,,,,,,13,,2,,,1,,,,,25,4.8575,55.71,,,,
l1_championship_player_2025_12_104835,2025,10,l1_championship_club_2025_12,2,1,1,90,,,,,,,,,,82,,4,3,,2,,,,,6,4.59,82,0.5,,,
l1_championship_player_2025_12_101469,2025,1,l1_championship_club_2025_15,20,1,,1,,,,,,,,,,1,,,,,,,,,,33,4.84,90,,,,
l1_championship_player_2025_12_101469,2025,1,l1_championship_club_2025_12,10,2,1,64,,,,,,,2,,,58,2,5,,,2,,,,,6,3.965,81.56,0.1,,,2.81
l1_championship_player_2025_12_101469,2025,10,l1_championship_club_2025_15,2,1,,45,,,,,,,,,,24,,2,1,1,2,,1,,,8,5.11,48,,,,
l1_championship_player_2025_12_101469,2025,10,l1_championship_club_2025_12,2,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
l1_championship_player_2025_12_101469,2025,14,l1_championship_club_2025_15,6,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,
l1_championship_player_2025_12_93006,2025,1,l1_championship_club_2025_12,30,20,20,1724,,,,,,,3,,1,1157,6,54,17,12,23,15,5,1,,25,4.733157894736843,60.4,0.67,,,0.31
l1_championship_player_2025_12_93006,2025,10,l1_championship_club_2025_12,2,1,1,57,,,,,,,,,,70,,4,1,2,,1,,,,6,6.12,110.53,0.5,,,
l1_championship_player_2025_12_505958,2025,1,l1_championship_club_2025_12,30,10,9,843,,,,,,,4,1,1,484,8,41,17,6,9,10,3,,,25,5.275,51.67,0.3,,0.11,0.85
l1_championship_player_2025_12_505958,2025,10,l1_championship_club_2025_12,2,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
l1_championship_player_2025_12_15792,2025,1,l1_championship_club_2025_12,14,10,5,500,1,,1,,1,,6,3,14,441,15,32,4,7,7,10,1,,,11,4.85,79.38,0.36,500,0.54,2.7
l1_championship_player_2025_12_15792,2025,6,l1_championship_club_2025_9000000202,6,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
l1_championship_player_2025_12_15792,2025,10,l1_championship_club_2025_12,1,1,1,90,,,,,,,1,,3,72,4,1,2,1,,,,,,1,5.89,72,1,,,4
l1_championship_player_2025_12_36931,2025,1,l1_championship_club_2025_12,30,15,8,634,,,,,,1,6,1,3,378,6,40,5,13,15,7,2,,,25,4.716666666666668,53.66,0.27,,0.14,0.85
l1_championship_player_2025_12_36931,2025,10,l1_championship_club_2025_12,2,1,,9,,,,,,,,,,12,,,,,,,,,,6,4.31,120,,,,
l1_championship_player_2025_12_93632,2025,1,l1_championship_club_2025_12,30,11,1,241,,,,,,,7,3,1,131,6,17,2,3,6,3,1,,,25,4.348000000000001,48.92,0.03,,1.12,2.24
l1_championship_player_2025_12_93632,2025,10,l1_championship_club_2025_12,2,2,2,180,1,,1,,,,4,2,1,123,2,12,,4,1,,,,,6,5.955,61.5,1,180,1,1
l1_championship_player_2025_12_90092,2025,1,l1_championship_club_2025_12,11,9,8,705,,,,,,1,5,1,9,356,15,60,9,12,10,22,2,,,7,5.083333333333333,45.45,0.73,,0.13,1.91
l1_championship_player_2025_12_90092,2025,10,l1_championship_club_2025_12,2,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
l1_championship_player_2025_12_78753,2025,1,l1_championship_club_2025_159,7,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,
l1_championship_player_2025_12_78753,2025,1,l1_championship_club_2025_12,30,24,20,1905,,,,,,1,18,5,23,1132,23,130,23,44,27,42,4,,,25,4.900000000000001,53.48,0.67,,0.24,1.09
l1_championship_player_2025_12_78753,2025,10,l1_championship_club_2025_12,2,2,1,111,,,,,,,,,1,62,,5,,1,4,3,,,,6,4.42,50.27,0.5,,,
l1_championship_player_2025_12_93631,2025,1,l1_championship_club_2025_12,30,20,15,1346,1,,1,,,1,14,3,16,708,25,61,4,18,11,13,2,,,25,4.593500000000001,47.34,0.5,1346,0.2,1.67
l1_championship_player_2025_12_93631,2025,10,l1_championship_club_2025_12,2,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
l1_championship_player_2025_12_66094,2025,1,l1_championship_club_2025_12,13,10,6,545,,,,,,,3,,1,343,7,34,8,5,19,6,4,,,9,4.55,56.64,0.46,,,1.16
l1_championship_player_2025_12_66094,2025,10,l1_championship_club_2025_12,2,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
l1_championship_player_2025_12_83801,2025,1,l1_championship_club_2025_12,30,25,14,1226,1,1,,1,,,27,7,20,752,29,80,17,17,23,20,4,1,,25,4.6064,55.2,0.47,1226,0.51,2.13
l1_championship_player_2025_12_83801,2025,10,l1_championship_club_2025_12,2,2,2,150,,,,,,,2,2,,65,1,7,1,2,3,2,,,,6,5.085,39,1,,1.2,0.6
l1_championship_player_2025_12_85106,2025,1,l1_championship_club_2025_12,24,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,
l1_championship_player_2025_12_85106,2025,10,l1_championship_club_2025_12,2,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
l1_championship_player_2025_12_78356,2025,1,l1_championship_club_2025_12,30,29,24,2238,5,2,3,,4,2,74,20,26,872,126,138,7,12,27,42,5,,2,25,4.99,35.07,0.8,447.6,0.8,5.07
l1_championship_player_2025_12_78356,2025,10,l1_championship_club_2025_12,2,2,1,123,2,,2,,2,,5,3,2,59,4,8,,1,2,3,,,,6,7.24,43.17,0.5,61.5,2.2,2.93
l1_championship_player_2025_12_105344,2025,1,l1_championship_club_2025_12,30,10,1,163,,,,,,,6,,2,109,8,8,1,3,4,2,,,,25,4.343000000000001,60.18,0.03,,,4.42
l1_championship_player_2025_12_105344,2025,10,l1_championship_club_2025_12,2,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
l1_championship_player_2025_12_19323,2025,1,l1_championship_club_2025_12,30,23,11,927,3,2,1,,3,,15,9,9,426,42,62,3,8,22,22,,,,25,4.572608695652173,41.36,0.37,309,0.87,4.08
l1_championship_player_2025_12_19323,2025,10,l1_championship_club_2025_12,2,2,1,114,1,,1,1,,,3,3,2,55,3,8,,1,2,1,,,,6,6.279999999999999,43.42,0.5,114,2.37,2.37
l1_championship_player_2025_12_81490,2025,1,l1_championship_club_2025_12,30,10,7,582,1,1,,,1,,12,5,3,179,27,38,1,2,6,8,1,,,25,4.503,27.68,0.23,582,0.77,4.18
l1_championship_player_2025_12_81490,2025,10,l1_championship_club_2025_12,2,1,,9,,,,,,,,,,5,,,,,,,,,,6,4.17,50,,,,
l1_championship_player_2025_12_93628,2025,1,l1_championship_club_2025_12,30,19,9,795,2,2,,,2,1,14,7,7,402,47,51,5,14,14,8,2,,,25,4.71578947368421,45.51,0.3,397.5,0.79,5.32
l1_championship_player_2025_12_93628,2025,10,l1_championship_club_2025_12,2,1,1,57,1,1,,,1,,3,1,1,39,7,4,1,1,,1,,,,6,6.01,61.58,0.5,57,1.58,11.05
l1_championship_player_2025_12_505649,2025,1,l1_championship_club_2025_12,14,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,
l1_championship_player_2025_12_505649,2025,10,l1_championship_club_2025_12,1,1,1,57,,,,,,,2,,1,17,4,1,,,,,,,,1,4.67,26.84,1,,,6.32
l1_championship_player_2025_12_94926,2025,1,l1_championship_club_2025_12,30,22,13,1140,4,4,,1,2,,33,7,9,407,52,87,8,7,17,27,1,,1,25,4.550454545454544,32.13,0.43,285,0.55,4.11
l1_championship_player_2025_12_94926,2025,10,l1_championship_club_2025_12,2,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
l1_championship_player_2025_13_77349,2025,1,l1_championship_club_2025_158,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_13_77349,2025,1,l1_championship_club_2025_13,29,17,17,1530,,,,,,,,,,512,,,,,,1,,,,,5.315882352941177,30.12,0.59,,,
l1_championship_player_2025_13_77349,2025,6,l1_championship_club_2025_13,14,6,6,540,,,,,,,,,,202,,,,,,1,,,,,4.641666666666667,33.67,0.43,,,
l1_championship_player_2025_13_77349,2025,10,l1_championship_club_2025_13,2,1,1,90,,,,,,,,,,25,,,,,,,,,,,5.01,25,0.5,,,
l1_championship_player_2025_13_77349,2025,15,l1_championship_club_2025_13,1,1,1,90,,,,,,,,,,,,,,,1,,,,,,5.32,,1,,,
l1_championship_player_2025_13_504350,2025,1,l1_championship_club_2025_13,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_13_504350,2025,6,l1_championship_club_2025_13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_13_504350,2025,10,l1_championship_club_2025_13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_13_504350,2025,15,l1_championship_club_2025_13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_13_104436,2025,1,l1_championship_club_2025_13,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_13_104436,2025,6,l1_championship_club_2025_13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_13_104436,2025,10,l1_championship_club_2025_13,2,1,1,90,,,,,,,,,,32,,,,,,,,,,,5.86,32,0.5,,,
l1_championship_player_2025_13_104436,2025,15,l1_championship_club_2025_13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_13_103328,2025,1,l1_championship_club_2025_13,29,12,12,1080,,,,,,,,,2,363,,,,,,1,,,1,,5.235833333333333,30.25,0.41,,,
l1_championship_player_2025_13_103328,2025,6,l1_championship_club_2025_13,14,8,8,720,,,,,,,,,,291,,,,,,2,1,,,,5.77375,36.38,0.57,,,
l1_championship_player_2025_13_103328,2025,10,l1_championship_club_2025_13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_13_103328,2025,15,l1_championship_club_2025_13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_13_505653,2025,1,l1_championship_club_2025_13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_13_505653,2025,6,l1_championship_club_2025_13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_13_505653,2025,10,l1_championship_club_2025_13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_13_505653,2025,15,l1_championship_club_2025_13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2025_13_101997,2025,1,l1_championship_club_2025_13,29,15,13,1120,1,1,,,,,9,2,5,1208,17,56,19,10,13,3,2,,1,65,6.108666666666668,97.07,0.45,1120,0.16,1.37
l1_championship_player_2025_13_101997,2025,6,l1_championship_club_2025_13,14,1,,9,,,,,,,,,,10,,,,,,,,,,38,5.12,100,,,,
l1_championship_player_2025_13_101997,2025,10,l1_championship_club_2025_13,2,2,2,180,,,,,,,,,,239,,9,6,1,,,,,,4,6.48,119.5,1,,,
l1_championship_player_2025_13_101997,2025,15,l1_championship_club_2025_13,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_13_504330,2025,1,l1_championship_club_2025_13,18,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,
l1_championship_player_2025_13_504330,2025,6,l1_championship_club_2025_13,10,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,
l1_championship_player_2025_13_504330,2025,10,l1_championship_club_2025_13,2,1,1,29,,,,,,,,,,29,,2,1,,,2,,,,4,5.23,90,0.5,,,
l1_championship_player_2025_13_504330,2025,15,l1_championship_club_2025_13,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_13_93940,2025,1,l1_championship_club_2025_13,29,17,14,1329,2,,2,,2,1,24,7,21,1550,41,46,11,13,9,17,3,1,1,65,5.800000000000001,104.97,0.48,664.5,0.47,2.78
l1_championship_player_2025_13_93940,2025,6,l1_championship_club_2025_13,14,11,11,944,1,,1,,1,,16,6,21,941,38,40,7,12,6,10,1,,,38,6.510000000000002,89.71,0.79,944,0.57,3.62
l1_championship_player_2025_13_93940,2025,10,l1_championship_club_2025_13,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
l1_championship_player_2025_13_93940,2025,15,l1_championship_club_2025_13,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_13_101121,2025,1,l1_championship_club_2025_13,29,21,16,1460,,,,,,1,7,2,13,1624,16,56,17,9,19,17,3,,,65,5.766190476190477,100.11,0.55,,0.12,0.99
l1_championship_player_2025_13_101121,2025,6,l1_championship_club_2025_13,14,8,,215,,,,,,,,,,208,3,10,2,1,4,2,,1,,38,5.115,87.07,,,,1.26
l1_championship_player_2025_13_101121,2025,10,l1_championship_club_2025_13,2,1,1,90,,,,,,,,,1,130,1,,2,,,,,,,4,6.54,130,0.5,,,1
l1_championship_player_2025_13_101121,2025,15,l1_championship_club_2025_13,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_13_57282,2025,1,l1_championship_club_2025_13,29,12,9,869,,,,,,,2,,2,863,6,36,7,12,7,1,,,,65,5.913333333333333,89.38,0.31,,,0.62
l1_championship_player_2025_13_57282,2025,6,l1_championship_club_2025_13,14,12,12,1035,2,2,,1,1,,7,2,3,909,14,50,7,7,5,4,,,,38,5.9125000000000005,79.04,0.86,517.5,0.17,1.22
l1_championship_player_2025_13_57282,2025,10,l1_championship_club_2025_13,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
l1_championship_player_2025_13_57282,2025,15,l1_championship_club_2025_13,1,1,1,90,,,,,,,,,,,,,,,2,,,,,2,4.26,,1,,,
l1_championship_player_2025_13_94930,2025,1,l1_championship_club_2025_13,29,19,13,1233,4,,4,2,1,5,29,14,30,1334,53,80,13,19,12,24,1,,4,65,6.112631578947368,97.37,0.45,308.25,1.02,3.87
l1_championship_player_2025_13_94930,2025,6,l1_championship_club_2025_13,14,14,14,1114,2,1,1,2,,,14,6,21,1158,36,76,15,12,9,19,2,,,38,6.347142857142856,93.55,1,557,0.48,2.91
l1_championship_player_2025_13_94930,2025,10,l1_championship_club_2025_13,2,1,,26,,,,,,,,,1,29,1,4,,,,2,,,,4,4.88,100.38,,,,3.46
l1_championship_player_2025_13_94930,2025,15,l1_championship_club_2025_13,1,1,1,90,,,,,,,,1,,,,,,,,3,,,,2,4.76,,1,,1,
l1_championship_player_2025_13_103891,2025,1,l1_championship_club_2025_13,29,21,19,1735,,,,,,,8,1,2,1721,13,80,24,25,6,6,,,,65,5.986666666666668,89.27,0.66,,0.05,0.67
l1_championship_player_2025_13_103891,2025,6,l1_championship_club_2025_13,14,14,14,1260,2,1,1,,1,,3,2,4,1074,5,55,12,13,5,6,,,,38,6.12,76.71,1,630,0.14,0.36
l1_championship_player_2025_13_103891,2025,10,l1_championship_club_2025_13,2,1,1,64,,,,,,,,,,54,1,3,1,,,1,,,,4,5.18,75.94,0.5,,,1.41
l1_championship_player_2025_13_103891,2025,15,l1_championship_club_2025_13,1,1,1,90,,,,,,,,,,,,,,,,1,,,,2,3.25,,1,,,
l1_championship_player_2025_13_105341,2025,1,l1_championship_club_2025_13,29,24,22,2027,1,1,,1,,,4,3,4,2065,12,62,16,16,17,4,5,,,65,5.99875,91.69,0.76,2027,0.13,0.53
l1_championship_player_2025_13_105341,2025,6,l1_championship_club_2025_13,14,6,2,198,,,,,,,1,,1,175,1,11,1,5,2,,1,1,,38,4.485,79.55,0.14,,,0.45
l1_championship_player_2025_13_105341,2025,10,l1_championship_club_2025_13,2,2,2,180,,,,,,,1,,,232,4,5,,,,2,,,,4,6.335,116,1,,,2
l1_championship_player_2025_13_105341,2025,15,l1_championship_club_2025_13,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_13_83697,2025,1,l1_championship_club_2025_13,29,20,14,1154,6,3,3,1,5,3,45,17,27,1084,112,79,8,16,22,27,,,1,65,5.9094999999999995,84.54,0.48,192.33,1.33,8.73
l1_championship_player_2025_13_83697,2025,6,l1_championship_club_2025_13,14,10,6,605,5,1,4,3,2,,19,8,25,575,54,48,8,9,18,14,,,,38,6.456,85.54,0.43,121,1.19,8.03
l1_championship_player_2025_13_83697,2025,10,l1_championship_club_2025_13,2,2,1,86,1,,1,,1,,6,3,4,86,13,9,,1,2,3,1,,,4,6.24,90,0.5,86,3.14,13.6
l1_championship_player_2025_13_83697,2025,15,l1_championship_club_2025_13,1,1,1,90,,,,,,,,1,,,,,,,4,,,,,2,4.61,,1,,1,
l1_championship_player_2025_13_500470,2025,1,l1_championship_club_2025_13,10,7,4,322,1,,1,,1,,3,2,5,273,10,22,6,2,5,8,,,,24,5.195714285714286,76.3,0.4,322,0.56,2.8
l1_championship_player_2025_13_500470,2025,6,l1_championship_club_2025_9000000178,7,1,1,59,,,,,,,,,1,27,1,1,,,1,,,,,18,6.39,41.19,0.14,,,1.53
l1_championship_player_2025_13_500470,2025,6,l1_championship_club_2025_13,7,1,,3,,,,,,,,,,12,,,,,,,,,,18,3.78,360,,,,
l1_championship_player_2025_13_500470,2025,10,l1_championship_club_2025_13,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
l1_championship_player_2025_13_98392,2025,1,l1_championship_club_2025_13,24,1,,10,,,,,,,,,,13,,,,,1,,,,,55,4.2,117,,,,
l1_championship_player_2025_13_98392,2025,6,l1_championship_club_2025_13,13,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,
l1_championship_player_2025_13_98392,2025,10,l1_championship_club_2025_13,2,1,,45,,,,,,,2,,,35,2,3,,1,,1,,,,4,4.88,70,,,,4
l1_championship_player_2025_13_98392,2025,15,l1_championship_club_2025_13,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_13_101421,2025,1,l1_championship_club_2025_13,29,23,15,1257,2,2,,2,,4,32,12,48,1138,51,57,3,7,17,19,3,,,65,5.648695652173912,81.48,0.52,628.5,0.86,3.65
l1_championship_player_2025_13_101421,2025,6,l1_championship_club_2025_13,14,10,,263,,,,,,,9,3,17,295,11,17,1,1,3,5,,,,38,5.237,100.95,,,1.03,3.76
l1_championship_player_2025_13_101421,2025,10,l1_championship_club_2025_13,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
l1_championship_player_2025_13_101421,2025,15,l1_championship_club_2025_13,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_13_503333,2025,1,l1_championship_club_2025_13,24,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,
l1_championship_player_2025_13_503333,2025,6,l1_championship_club_2025_13,13,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,
l1_championship_player_2025_13_503333,2025,10,l1_championship_club_2025_13,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
l1_championship_player_2025_13_503333,2025,15,l1_championship_club_2025_13,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_13_86814,2025,1,l1_championship_club_2025_13,29,21,17,1307,3,2,1,1,1,3,26,7,28,795,63,73,6,21,24,18,2,,,65,5.398095238095238,54.74,0.59,435.67,0.48,4.34
l1_championship_player_2025_13_86814,2025,6,l1_championship_club_2025_13,14,9,5,433,2,,2,2,,,18,5,6,239,27,22,2,7,9,6,,,,38,5.291111111111111,49.68,0.36,216.5,1.04,5.61
l1_championship_player_2025_13_86814,2025,10,l1_championship_club_2025_13,2,2,2,155,,,,,,,1,,3,130,5,9,3,,1,1,,,,4,6.4350000000000005,75.48,1,,,2.9
l1_championship_player_2025_13_86814,2025,15,l1_championship_club_2025_13,1,1,,1,,,,,,,,,,,,,,,,,,,,2,5.03,,,,,
l1_championship_player_2025_13_103829,2025,1,l1_championship_club_2025_13,29,16,12,1095,5,1,4,1,3,1,22,6,10,1005,42,51,6,13,12,10,,,1,65,6.025625,82.6,0.41,219,0.49,3.45
l1_championship_player_2025_13_103829,2025,6,l1_championship_club_2025_13,14,11,10,844,1,1,,,1,,14,6,12,723,30,65,13,12,8,18,,,,38,6.232727272727273,77.1,0.71,844,0.64,3.2
l1_championship_player_2025_13_103829,2025,10,l1_championship_club_2025_13,2,1,,61,,,,,,,1,1,,77,2,3,2,1,,,,,,4,6.58,113.61,,,1.48,2.95
l1_championship_player_2025_13_103829,2025,15,l1_championship_club_2025_13,1,1,1,90,,,,,,,,1,,,,,,,,3,,,,2,4.26,,1,,1,
l1_championship_player_2025_13_505582,2025,1,l1_championship_club_2025_13,13,1,,7,,,,,,,,,,9,,1,,1,,,,,,30,4.35,115.71,,,,
l1_championship_player_2025_13_505582,2025,6,l1_championship_club_2025_13,8,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,
l1_championship_player_2025_13_505582,2025,10,l1_championship_club_2025_13,2,1,,29,,,,,,,,,1,21,1,2,,,,2,,,,4,4.54,65.17,,,,3.1
l1_championship_player_2025_13_505582,2025,15,l1_championship_club_2025_13,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
l1_championship_player_2025_13_100334,2025,1,l1_championship_club_2025_13,29,15,9,843,1,1,,,1,3,14,4,14,1024,29,13,8,6,1,1,2,,1,65,5.782666666666667,109.32,0.31,843,0.43,3.1
l1_championship_player_2025_13_100334,2025,6,l1_championship_club_2025_13,14,6,6,453,1,1,,1,,,14,6,11,389,20,16,2,6,6,4,,,,38,5.945,77.28,0.43,453,1.19,3.97
l1_championship_player_2025_13_100334,2025,10,l1_championship_club_2025_13,2,2,1,119,,,,,,,2,,,143,2,1,1,1,,,,,,4,5.63,108.15,0.5,,,1.51
l1_championship_player_2025_13_100334,2025,15,l1_championship_club_2025_13,1,1,1,89,,,,,,,,,,,,,,,,,,,,2,3.64,,1,,,
l1_championship_player_2025_13_93223,2025,1,l1_championship_club_2025_13,29,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,
l1_championship_player_2025_13_93223,2025,6,l1_championship_club_2025_13,14,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,
l1_championship_player_2025_13_93223,2025,10,l1_championship_club_2025_13,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
l1_championship_player_2025_13_93223,2025,15,l1_championship_club_2025_13,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
