player_id,season,championship_id,club_id,total_team_matches,total_matches_played,total_matches_started,total_minutes_played,total_goals,total_home_goals,total_away_goals,total_left_footed_goals,total_right_footed_goals,total_assists,total_attempts,total_shots_on_target,total_shots_assists,total_balls_played,total_touches_in_opposition_box,total_duels_won,total_interceptions,total_tackles_won,total_fouls_committed,total_fouls_suffered,total_yellow_cards,total_red_cards,total_man_of_the_match,total_team_goals,fl1_average_rating,ratio_balls_played_per_match,ratio_matches_started,ratio_goals_every_n_minutes,ratio_shots_on_target_per_match,ratio_touches_in_opposition_box_per_match
l1_championship_player_2022_30_80642,2022,1,l1_championship_club_2022_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2023_30_80642,2023,1,l1_championship_club_2023_30,36,10,,415,,,,,,,2,1,2,304,3,25,8,5,4,5,,,,43,5.2775,65.93,,,0.22,0.65
l1_championship_player_2024_30_80642,2024,1,l1_championship_club_2024_30,34,18,8,817,,,,,,,9,1,2,619,11,61,8,21,13,9,2,,,66,5.068888888888889,68.19,0.24,,0.11,1.21
l1_championship_player_2024_30_80642,2024,10,l1_championship_club_2024_30,3,2,2,153,,,,,,,,,1,120,2,15,3,5,2,2,,,,3,4.535,70.59,0.67,,,1.18
l1_championship_player_2024_30_80642,2024,13,l1_championship_club_2024_30,8,3,3,254,,,,,,,4,,2,247,3,16,2,3,4,1,,,,7,5.373333333333334,87.52,0.38,,,1.06
l1_championship_player_2022_30_100603,2022,1,l1_championship_club_2022_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2024_30_100603,2024,1,l1_championship_club_2024_30,34,23,22,1934,3,,3,,,,11,4,5,1615,12,96,21,21,19,13,5,,,66,5.812173913043479,75.16,0.65,644.67,0.19,0.56
l1_championship_player_2024_30_100603,2024,10,l1_championship_club_2024_30,3,1,1,90,,,,,,,,,,86,,4,1,1,1,,,,,3,5.24,86,0.33,,,
l1_championship_player_2024_30_100603,2024,13,l1_championship_club_2024_30,8,5,4,304,,,,,,,3,1,1,306,1,24,5,2,3,4,,,,7,4.8725000000000005,90.59,0.5,,0.3,0.3
l1_championship_player_2023_30_100603,2023,1,l1_championship_club_2023_30,36,25,1,1803,,,,,,,14,3,11,1710,18,101,14,22,16,15,6,1,,43,5.411,85.36,0.03,,0.15,0.9
l1_championship_player_2021_40_88969,2021,1,l1_championship_club_2021_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2022_6_88969,2022,1,l1_championship_club_2022_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2023_6_88969,2023,1,l1_championship_club_2023_6,35,28,,1603,,,,,,,5,,6,1104,8,48,12,14,37,17,2,,,47,9.616470588235295,125.09,,,,0.87
l1_championship_player_2024_6_88969,2024,1,l1_championship_club_2024_6,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
l1_championship_player_2025_6_88969,2025,1,l1_championship_club_2025_6,4,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,
l1_championship_player_2025_6_88969,2025,1,l1_championship_club_2025_30,30,15,10,754,,,,,,,1,,1,469,3,26,10,6,18,8,3,,,34,4.701333333333334,55.98,0.33,,,0.36
l1_championship_player_2025_6_88969,2025,10,l1_championship_club_2025_30,5,4,3,236,,,,,,,1,,1,134,,6,1,2,3,2,,,,8,4.9350000000000005,51.1,0.6,,,
l1_championship_player_2025_6_88969,2025,13,l1_championship_club_2025_30,8,5,4,375,,,,,,,2,,5,185,3,9,2,3,5,3,1,,,7,5.042,44.4,0.5,,,0.72
l1_championship_player_2020_30_89873,2020,1,l1_championship_club_2020_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2021_30_89873,2021,1,l1_championship_club_2021_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2022_30_89873,2022,1,l1_championship_club_2022_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2023_30_89873,2023,1,l1_championship_club_2023_30,36,31,1,1622,2,,2,1,1,,33,7,22,1034,53,124,11,21,27,31,6,,,43,5.597058823529411,57.37,0.03,811,0.39,2.94
l1_championship_player_2024_30_89873,2024,1,l1_championship_club_2024_30,34,29,27,2438,2,1,1,2,,3,39,19,22,1584,47,168,22,52,41,51,9,,1,66,5.4475862068965535,58.47,0.79,1219,0.7,1.74
l1_championship_player_2024_30_89873,2024,10,l1_championship_club_2024_30,3,2,1,114,,,,,,,2,,1,84,3,10,1,2,1,1,,,,3,4.21,66.32,0.33,,,2.37
l1_championship_player_2024_30_89873,2024,13,l1_championship_club_2024_30,8,5,4,329,,,,,,,9,1,3,246,8,31,7,4,2,6,,,,7,4.924,67.29,0.5,,0.27,2.19
l1_championship_player_2017_14_56749,2017,1,l1_championship_club_2017_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2020_9_56749,2020,1,l1_championship_club_2020_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2021_9_56749,2021,1,l1_championship_club_2021_9,1,1,1,87,2,,2,1,1,,3,3,,48,3,5,,2,2,1,,,,2,,49.66,1,43.5,3.1,3.1
l1_championship_player_2022_9_56749,2022,1,l1_championship_club_2021_9,1,1,1,87,2,,2,1,1,,3,3,,48,3,5,,2,2,1,,,,2,,49.66,1,43.5,3.1,3.1
l1_championship_player_2022_30_56749,2022,1,l1_championship_club_2021_9,1,1,1,87,2,,2,1,1,,3,3,,48,3,5,,2,2,1,,,,2,,49.66,1,43.5,3.1,3.1
l1_championship_player_2023_30_56749,2023,1,l1_championship_club_2023_30,36,12,1,533,,,,,,,17,6,10,334,19,33,3,8,9,12,,,,43,5.648333333333333,56.4,0.03,,1.01,3.21
l1_championship_player_2024_30_56749,2024,1,l1_championship_club_2024_30,34,28,8,1049,6,3,3,3,3,4,22,11,25,770,35,55,17,16,17,19,3,,,66,5.238571428571428,66.06,0.24,174.83,0.94,3
l1_championship_player_2024_30_56749,2024,10,l1_championship_club_2024_30,3,3,2,203,,,,,,1,3,2,6,158,9,13,3,2,3,1,,,,3,5.46,70.05,0.67,,0.89,3.99
l1_championship_player_2024_30_56749,2024,13,l1_championship_club_2024_30,8,7,5,407,,,,,,2,8,2,13,316,12,29,7,8,9,9,1,1,,7,5.095000000000001,69.88,0.63,,0.44,2.65
l1_championship_player_2020_30_87554,2020,1,l1_championship_club_2020_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2021_30_87554,2021,1,l1_championship_club_2021_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2022_30_87554,2022,1,l1_championship_club_2022_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2023_30_87554,2023,1,l1_championship_club_2023_30,36,13,,399,1,,1,,1,1,2,1,7,322,7,23,3,5,7,4,1,,,43,5.536666666666666,72.63,,399,0.23,1.58
l1_championship_player_2024_30_87554,2024,1,l1_championship_club_2024_30,34,22,7,766,1,1,,1,,,12,4,14,608,25,51,18,17,8,9,1,,,66,5.013181818181819,71.44,0.21,766,0.47,2.94
l1_championship_player_2024_30_87554,2024,10,l1_championship_club_2024_30,3,2,1,92,1,,1,1,,,4,2,2,78,3,1,2,,1,,,,,3,5.145,76.3,0.33,92,1.96,2.93
l1_championship_player_2024_30_87554,2024,13,l1_championship_club_2024_30,8,7,7,582,,,,,,,15,4,6,411,19,22,5,9,5,5,3,,,7,5.038333333333333,63.56,0.88,,0.62,2.94
l1_championship_player_2017_18_45022,2017,1,l1_championship_club_2017_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2017_159_45022,2017,1,l1_championship_club_2017_159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2021_159_45022,2021,1,l1_championship_club_2021_159,1,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,
l1_championship_player_2024_30_45022,2024,1,l1_championship_club_2024_30,34,18,12,1134,1,1,,,1,2,11,3,18,692,27,91,14,23,10,28,2,,,66,5.203888888888888,54.92,0.35,1134,0.24,2.14
l1_championship_player_2024_30_45022,2024,10,l1_championship_club_2024_30,3,2,1,94,1,,1,,1,,5,2,2,71,6,23,,1,,10,,,,3,5.355,67.98,0.33,94,1.91,5.74
l1_championship_player_2024_30_45022,2024,13,l1_championship_club_2024_30,8,5,1,178,,,,,,,1,,5,135,3,25,3,5,,10,,,,7,4.875,68.26,0.13,,,1.52
l1_championship_player_2017_1_34429,2017,1,l1_championship_club_2017_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2020_1_34429,2020,1,l1_championship_club_2020_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2022_15_34429,2022,1,l1_championship_club_2022_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2023_30_34429,2023,1,l1_championship_club_2023_30,36,31,1,2068,2,1,1,,2,3,46,9,47,1312,52,102,24,19,33,38,4,,,43,5.684166666666667,57.1,0.03,1034,0.39,2.26
l1_championship_player_2024_30_34429,2024,1,l1_championship_club_2024_30,34,6,3,235,3,1,2,,3,,9,4,1,152,10,10,4,3,3,1,,,,66,5.166666666666666,58.21,0.09,78.33,1.53,3.83
l1_championship_player_2024_30_34429,2024,13,l1_championship_club_2024_30,8,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,
l1_championship_player_2020_37_90481,2020,1,l1_championship_club_2020_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2021_37_90481,2021,1,l1_championship_club_2021_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2023_30_90481,2023,1,l1_championship_club_2023_30,36,17,,863,1,1,,1,,2,18,6,14,423,40,55,3,9,17,22,2,,,43,5.207272727272728,44.11,,863,0.63,4.17
l1_championship_player_2024_30_90481,2024,1,l1_championship_club_2024_30,34,27,21,1635,3,2,1,2,,3,36,15,30,796,79,87,5,9,12,41,2,,1,66,4.979259259259259,43.82,0.62,545,0.83,4.35
l1_championship_player_2024_30_90481,2024,10,l1_championship_club_2024_30,3,2,2,140,1,,1,,1,,2,1,4,73,7,11,3,1,2,2,,,,3,5.73,46.93,0.67,140,0.64,4.5
l1_championship_player_2024_30_90481,2024,13,l1_championship_club_2024_30,8,6,1,193,1,1,,1,,,2,1,5,85,7,9,,1,2,3,,,,7,4.778333333333333,39.64,0.13,193,0.47,3.26
l1_championship_player_2021_15_90936,2021,1,l1_championship_club_2021_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2020_10_83638,2020,1,l1_championship_club_2020_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2021_10_83638,2021,1,l1_championship_club_2021_10,1,1,1,90,1,,1,,1,,3,2,,21,5,1,,,1,1,,,,2,,21,1,90,2,5
l1_championship_player_2022_10_83638,2022,1,l1_championship_club_2022_10,2,2,2,147,,,,,,,3,,1,43,7,4,2,,3,2,,,,4,,26.33,1,,,4.29
l1_championship_player_2023_6_83638,2023,1,l1_championship_club_2023_6,33,27,,1699,9,5,4,4,3,3,60,32,16,534,125,50,3,4,20,16,8,1,,43,10.620999999999999,56.58,,377.56,3.4,13.24
l1_championship_player_2023_6_83638,2023,1,l1_championship_club_2023_10,1,1,,13,,,,,,,,,1,12,1,3,,,,1,,,,2,,83.08,,,,6.92
l1_championship_player_2023_10_83638,2023,1,l1_championship_club_2023_6,33,27,,1699,9,5,4,4,3,3,60,32,16,534,125,50,3,4,20,16,8,1,,43,10.620999999999999,56.58,,377.56,3.4,13.24
l1_championship_player_2023_10_83638,2023,1,l1_championship_club_2023_10,1,1,,13,,,,,,,,,1,12,1,3,,,,1,,,,2,,83.08,,,,6.92
l1_championship_player_2024_1_83638,2024,1,l1_championship_club_2024_1,18,13,7,575,3,1,2,,3,1,17,11,6,183,32,14,1,,17,8,1,,,40,4.8808333333333325,28.64,0.39,191.67,1.72,5.01
l1_championship_player_2024_1_83638,2024,10,l1_championship_club_2024_1,2,1,,20,,,,,,,,,,7,1,,,,,,,,,5,4.43,31.5,,,,4.5
l1_championship_player_2024_1_83638,2024,13,l1_championship_club_2024_9000000159,12,3,,23,,,,,,,,,,4,,,,,,,,,,21,4.14,15.65,,,,
l1_championship_player_2024_6_83638,2024,1,l1_championship_club_2024_1,18,13,7,575,3,1,2,,3,1,17,11,6,183,32,14,1,,17,8,1,,,40,4.8808333333333325,28.64,0.39,191.67,1.72,5.01
l1_championship_player_2024_6_83638,2024,10,l1_championship_club_2024_1,2,1,,20,,,,,,,,,,7,1,,,,,,,,,5,4.43,31.5,,,,4.5
l1_championship_player_2024_6_83638,2024,13,l1_championship_club_2024_9000000159,12,3,,23,,,,,,,,,,4,,,,,,,,,,21,4.14,15.65,,,,
l1_championship_player_2017_158_81428,2017,1,l1_championship_club_2017_158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2020_158_81428,2020,1,l1_championship_club_2020_158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2024_6_81428,2024,1,l1_championship_club_2024_6,34,5,5,450,,,,,,,,,,165,,,,,,,2,,1,,5.8,33,0.15,,,
l1_championship_player_2024_6_81428,2024,10,l1_championship_club_2024_6,1,1,1,90,,,,,,,,,,45,,,,,,,,,,,6.81,45,1,,,
l1_championship_player_2021_37_93646,2021,1,l1_championship_club_2021_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2024_37_93646,2024,1,l1_championship_club_2024_37,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2020_37_80763,2020,1,l1_championship_club_2020_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2021_37_80763,2021,1,l1_championship_club_2021_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2022_37_80763,2022,1,l1_championship_club_2022_37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2023_37_80763,2023,4,l1_championship_club_2023_37,38,5,,450,,,,,,,,,,121,,,,,,,,,,,5.266,24.2,,,,
l1_championship_player_2021_2_66080,2021,4,l1_championship_club_2021_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2024_37_66080,2024,1,l1_championship_club_2024_37,34,28,25,2055,,,,,,1,3,,17,1315,13,112,27,35,38,21,3,,,32,5.109642857142857,57.59,0.74,,,0.57
l1_championship_player_2024_37_66080,2024,10,l1_championship_club_2024_37,4,2,,29,,,,,,,,,,36,,2,1,,1,1,,,,8,4.67,111.72,,,,
l1_championship_player_2017_37_35684,2017,1,l1_championship_club_2017_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2020_37_35684,2020,1,l1_championship_club_2020_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2021_37_35684,2021,1,l1_championship_club_2021_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2023_4_91705,2023,4,l1_championship_club_2023_4,38,8,,514,1,1,,,1,,1,1,1,417,3,21,4,5,6,7,1,,,50,5.147142857142858,73.02,,514,0.18,0.53
l1_championship_player_2024_37_35684,2024,1,l1_championship_club_2024_37,34,19,16,1511,,,,,,,1,,6,757,3,42,19,12,10,7,2,,,32,4.979473684210526,45.09,0.47,,,0.18
l1_championship_player_2024_37_35684,2024,10,l1_championship_club_2024_37,4,4,4,360,,,,,,,,,,187,1,6,6,,3,3,,,,8,5.453333333333333,46.75,1,,,0.25
l1_championship_player_2023_37_35684,2023,4,l1_championship_club_2023_37,38,33,,2891,,,,,,,1,,4,2140,1,84,31,16,18,19,4,,,56,5.245624999999999,66.62,,,,0.03
l1_championship_player_2024_37_91705,2024,1,l1_championship_club_2024_37,34,17,15,1334,1,1,,,,,4,2,1,678,8,52,8,12,7,10,2,,,32,5.164117647058824,45.74,0.44,1334,0.13,0.54
l1_championship_player_2024_37_91705,2024,10,l1_championship_club_2024_37,4,1,1,90,,,,,,,,,,49,,1,,,1,1,,,,8,5.39,49,0.25,,,
l1_championship_player_2022_37_35684,2022,1,l1_championship_club_2022_37,1,1,,45,,,,,,,,,,35,,6,,2,,2,,,,1,,70,,,,
l1_championship_player_2024_4_91705,2024,1,l1_championship_club_2024_37,34,17,15,1334,1,1,,,,,4,2,1,678,8,52,8,12,7,10,2,,,32,5.164117647058824,45.74,0.44,1334,0.13,0.54
l1_championship_player_2024_4_91705,2024,10,l1_championship_club_2024_37,4,1,1,90,,,,,,,,,,49,,1,,,1,1,,,,8,5.39,49,0.25,,,
l1_championship_player_2021_90_84687,2021,4,l1_championship_club_2021_90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2022_37_84687,2022,1,l1_championship_club_2022_37,1,1,1,90,,,,,,,,,,75,,2,,,1,,,,,1,,75,1,,,
l1_championship_player_2022_90_84687,2022,1,l1_championship_club_2022_37,1,1,1,90,,,,,,,,,,75,,2,,,1,,,,,1,,75,1,,,
l1_championship_player_2023_37_84687,2023,4,l1_championship_club_2023_37,38,4,,89,,,,,,,,,,113,,5,2,1,2,,,,,56,,114.27,,,,
l1_championship_player_2024_37_84687,2024,1,l1_championship_club_2024_37,34,3,3,253,,,,,,,1,,1,128,2,8,,3,1,,,,,32,5.4433333333333325,45.53,0.09,,,0.71
l1_championship_player_2021_4_92528,2021,1,l1_championship_club_2021_4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2022_4_92528,2022,4,l1_championship_club_2022_4,1,1,1,90,,,,,,,,,3,76,,6,,3,1,3,,,,4,,76,1,,,
l1_championship_player_2023_4_92528,2023,4,l1_championship_club_2023_4,38,23,,1337,,,,,,,6,2,13,961,19,110,22,27,27,26,3,1,,50,5.010666666666666,64.69,,,0.13,1.28
l1_championship_player_2024_37_92528,2024,1,l1_championship_club_2024_37,34,18,7,694,,,,,,,1,,,397,7,58,4,14,11,21,1,,,32,4.7877777777777775,51.48,0.21,,,0.91
l1_championship_player_2024_37_92528,2024,10,l1_championship_club_2024_37,4,3,3,265,,,,,,,2,1,1,195,1,15,2,7,4,4,1,,,8,5.385,66.23,0.75,,0.34,0.34
l1_championship_player_2024_4_92528,2024,1,l1_championship_club_2024_37,34,18,7,694,,,,,,,1,,,397,7,58,4,14,11,21,1,,,32,4.7877777777777775,51.48,0.21,,,0.91
l1_championship_player_2024_4_92528,2024,10,l1_championship_club_2024_37,4,3,3,265,,,,,,,2,1,1,195,1,15,2,7,4,4,1,,,8,5.385,66.23,0.75,,0.34,0.34
l1_championship_player_2021_90_17091,2021,4,l1_championship_club_2021_90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2022_90_17091,2022,4,l1_championship_club_2022_90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2023_37_17091,2023,4,l1_championship_club_2023_37,38,27,,1458,1,1,,1,,2,4,1,14,1243,9,61,25,23,10,7,1,,,56,5.311333333333334,76.73,,1458,0.06,0.56
l1_championship_player_2024_37_17091,2024,1,l1_championship_club_2024_37,34,33,31,2677,1,1,,1,,2,11,1,25,2053,18,130,47,48,16,35,2,,,32,5.282121212121212,69.02,0.91,2677,0.03,0.61
l1_championship_player_2024_37_17091,2024,10,l1_championship_club_2024_37,4,2,1,95,,,,,,,1,,1,58,,1,2,,2,,,,,8,5.265,54.95,0.25,,,
l1_championship_player_2022_37_37008,2022,1,l1_championship_club_2022_37,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2022_90_37008,2022,1,l1_championship_club_2022_37,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2023_37_37008,2023,4,l1_championship_club_2023_37,38,37,,3047,,,,,,1,12,1,22,2749,34,165,58,34,24,28,4,,,56,5.318857142857143,81.2,,,0.03,1
l1_championship_player_2024_37_37008,2024,1,l1_championship_club_2024_37,34,34,34,3060,,,,,,1,9,1,10,2199,19,115,32,30,14,15,3,,,32,5.305,64.68,1,,0.03,0.56
l1_championship_player_2024_37_37008,2024,10,l1_championship_club_2024_37,4,4,3,241,,,,,,,,,,192,,18,3,2,5,5,,,,8,5.3,71.7,0.75,,,
l1_championship_player_2017_37_81801,2017,1,l1_championship_club_2017_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2023_37_81801,2023,4,l1_championship_club_2023_37,38,36,,1568,1,,1,,1,4,15,3,23,1159,42,116,17,30,25,16,3,,,56,5.277142857142858,66.52,,1568,0.17,2.41
l1_championship_player_2024_37_81801,2024,1,l1_championship_club_2024_37,34,29,14,1314,,,,,,3,14,1,14,815,20,88,15,24,16,9,1,2,,32,4.622068965517241,55.82,0.41,,0.07,1.37
l1_championship_player_2024_37_81801,2024,10,l1_championship_club_2024_37,4,4,3,299,,,,,,1,1,,1,194,5,18,,9,2,,1,,,8,5.466666666666666,58.39,0.75,,,1.51
l1_championship_player_2021_9_86655,2021,1,l1_championship_club_2021_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2023_9_86655,2023,1,l1_championship_club_2023_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2024_9_86655,2024,1,l1_championship_club_2024_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2020_44_44183,2020,1,l1_championship_club_2020_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2021_44_44183,2021,1,l1_championship_club_2021_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2022_44_44183,2022,1,l1_championship_club_2022_44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2024_37_44183,2024,1,l1_championship_club_2024_37,34,22,21,1795,,,,,,1,3,,5,1135,7,105,35,38,18,32,1,,,32,5.253181818181818,56.91,0.62,,,0.35
l1_championship_player_2024_37_44183,2024,10,l1_championship_club_2024_37,4,2,1,105,,,,,,1,,,2,79,,8,3,1,1,5,,,,8,6.26,67.71,0.25,,,
l1_championship_player_2020_37_90790,2020,1,l1_championship_club_2020_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2021_37_90790,2021,1,l1_championship_club_2021_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2022_37_90790,2022,1,l1_championship_club_2022_37,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
l1_championship_player_2023_37_90790,2023,4,l1_championship_club_2023_37,38,7,,69,,,,,,,1,,,52,2,7,2,2,3,,,,,56,,67.83,,,,2.61
l1_championship_player_2024_37_90790,2024,1,l1_championship_club_2024_37,34,29,16,1519,1,,1,,1,1,9,5,5,747,19,75,21,27,28,15,4,,,32,4.701724137931034,44.26,0.47,1519,0.3,1.13
l1_championship_player_2024_37_90790,2024,10,l1_championship_club_2024_37,4,4,4,341,,,,,,1,6,2,4,216,7,18,5,6,6,6,2,,,8,5.543333333333333,57.01,1,,0.53,1.85
l1_championship_player_2017_37_41919,2017,1,l1_championship_club_2017_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2020_37_41919,2020,1,l1_championship_club_2020_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2021_37_41919,2021,1,l1_championship_club_2021_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2022_37_41919,2022,1,l1_championship_club_2022_37,1,1,1,66,,,,,,,,,,54,,3,,1,2,1,,,,1,,73.64,1,,,
l1_championship_player_2023_37_41919,2023,4,l1_championship_club_2023_37,38,37,,2980,5,2,3,4,,1,29,13,32,2059,31,153,47,37,35,20,4,,,56,5.155428571428571,62.18,,596,0.39,0.94
l1_championship_player_2024_37_41919,2024,1,l1_championship_club_2024_37,34,16,3,475,,,,,,,6,,5,328,7,38,11,17,12,3,4,,,32,4.619375,62.15,0.09,,,1.33
l1_championship_player_2024_37_41919,2024,10,l1_championship_club_2024_37,4,3,3,243,,,,,,,3,1,1,133,3,14,1,5,6,1,,,,8,5.1,49.26,0.75,,0.37,1.11
l1_championship_player_2023_37_93640,2023,4,l1_championship_club_2023_37,38,1,,18,,,,,,,,,,19,,1,,,,,,,,56,,95,,,,
l1_championship_player_2024_37_93640,2024,1,l1_championship_club_2024_37,34,8,3,306,,,,,,,3,1,1,195,1,12,5,2,4,2,,,,32,4.6899999999999995,57.35,0.09,,0.29,0.29
l1_championship_player_2024_37_93640,2024,10,l1_championship_club_2024_37,4,1,1,75,,,,,,,1,,1,45,1,1,4,,,,,,,8,5.07,54,0.25,,,1.2
l1_championship_player_2017_31_81139,2017,1,l1_championship_club_2017_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2020_31_81139,2020,1,l1_championship_club_2020_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2021_31_81139,2021,1,l1_championship_club_2021_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2022_31_81139,2022,4,l1_championship_club_2022_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2023_31_81139,2023,4,l1_championship_club_2023_73,37,28,1,1760,,,,,,3,19,5,21,1283,10,131,17,44,38,14,5,,,57,5.065789473684211,65.61,0.03,,0.26,0.51
l1_championship_player_2023_73_81139,2023,4,l1_championship_club_2023_73,37,28,1,1760,,,,,,3,19,5,21,1283,10,131,17,44,38,14,5,,,57,5.065789473684211,65.61,0.03,,0.26,0.51
l1_championship_player_2024_31_81139,2024,1,l1_championship_club_2024_31,34,24,12,1042,,,,,,1,19,3,16,748,26,73,10,25,24,7,2,,,39,4.652916666666667,64.61,0.35,,0.26,2.25
l1_championship_player_2024_31_81139,2024,10,l1_championship_club_2024_31,1,1,1,45,,,,,,,,,,15,,3,,1,2,,1,,,,4.15,30,1,,,
l1_championship_player_2024_73_81139,2024,1,l1_championship_club_2024_31,34,24,12,1042,,,,,,1,19,3,16,748,26,73,10,25,24,7,2,,,39,4.652916666666667,64.61,0.35,,0.26,2.25
l1_championship_player_2024_73_81139,2024,10,l1_championship_club_2024_31,1,1,1,45,,,,,,,,,,15,,3,,1,2,,1,,,,4.15,30,1,,,
l1_championship_player_2025_31_81139,2025,1,l1_championship_club_2025_37,30,29,23,1798,2,1,1,,2,1,35,8,19,953,45,77,14,22,20,16,2,1,,26,4.494827586206898,47.7,0.77,899,0.4,2.25
l1_championship_player_2025_31_81139,2025,10,l1_championship_club_2025_37,2,2,2,180,,,,,,,3,,3,101,6,7,2,4,,3,1,,,1,4.785,50.5,1,,,3
l1_championship_player_2021_16_91473,2021,4,l1_championship_club_2021_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2022_16_91473,2022,1,l1_championship_club_2022_16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2024_37_105467,2024,1,l1_championship_club_2024_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l1_championship_player_2024_6_59371,2024,1,l1_championship_club_2024_6,34,15,12,891,4,1,3,1,1,,42,15,10,353,63,37,1,2,7,6,,,,42,4.953333333333333,35.66,0.35,222.75,1.52,6.36
l1_championship_player_2025_6_59371,2025,1,l1_championship_club_2025_6,4,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,
l1_championship_player_2025_6_59371,2025,1,l1_championship_club_2025_37,11,9,6,500,,,,,,,15,5,4,175,27,22,2,2,4,3,,,,6,4.345555555555555,31.5,0.55,,0.9,4.86
l1_championship_player_2025_6_59371,2025,10,l1_championship_club_2025_37,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
